,param_base_estimator__alpha,mean_test_score
0,0.08549285569614486,-0.722152611941634
1,0.4327548304683338,-0.7221473999844491
2,0.005748791543684978,-0.7221498025000335
3,39.85052033030902,-0.7220093378167638
4,0.001356869154129798,-0.7220650998638709
5,2.4393756512674267,-0.7220564593587818
6,1.8604218558158072,-0.7221500352004565
7,0.006394365185188309,-0.7221500020046514
8,0.23270800169131067,-0.7221491536600457
9,0.0029451900279758732,-0.7220648145136298
10,0.001831687503434282,-0.7220650836602761
11,0.004328896943645972,-0.7220647645136435
12,0.013455869304969958,-0.7220641395065894
13,0.016986883737104393,-0.7220643452751839
14,0.48952507979725957,-0.7220667612660663
15,0.6967455769894336,-0.722063838115207
16,3.373549705407809,-0.7220501874368518
17,11.923483118324452,-0.7219966700089522
18,15.654978881412646,-0.7219891387154025
19,23.090900086512427,-0.7219608398969626
20,43.80956374686481,-0.7219394104624333
21,106.06387447626572,-0.7217974570140971
22,188.152960038506,-0.7216783095113655
23,205.0199523942888,-0.7216545527180569
24,448.29682448030456,-0.7213872954160475
25,473.8467034082185,-0.7213586750430014
26,588.0155188953979,-0.7213704544304318
27,679.4015235251416,-0.7213061218310222
28,699.1097476815825,-0.7213051843809224
29,727.2411436844548,-0.7212942182371465
30,0.014970429313997771,-0.7220642382329785
31,0.026561432768505946,-0.722063950482202
32,0.05657282162629092,-0.7220627822510611
33,0.06608087874024034,-0.7220627875472765
34,0.6211311329383152,-0.7220653908920974
35,0.7859280943131399,-0.7220655134108693
36,2.249355378452717,-0.7220608002392357
37,5.219177824358986,-0.7220408392949325
38,6.257991814157163,-0.7220288404013873
39,8.108874421334596,-0.7220205930553539
40,4.390856374686481,-0.7220524626658933
41,10.616287447626572,-0.7220077383435601
42,18.8251960038506,-0.7219826355639759
43,20.51189523942888,-0.721981144869261
44,44.839582448030455,-0.7219451558577147
45,47.39457034082185,-0.7219404799737915
46,58.81145188953979,-0.721915743088821
47,67.95005235251416,-0.7219046185450889
48,69.92087476815826,-0.7218866898711229
49,72.73401436844549,-0.7218804388541352
50,0.01353398501341819,-0.7220641387917954
51,0.020806001402590483,-0.7220641513889207
52,0.036682242713566404,-0.7220645307209663
53,0.04121514738188424,-0.722063990988668
54,0.22125213666702961,-0.7220653017824976
55,0.2639593864573551,-0.7220655095529549
56,0.5808226670342514,-0.7220679063798633
57,1.0919470279424939,-0.722066546108084
58,1.2511985806183064,-0.7220668608291837
59,1.5195690206934473,-0.722066355495493
60,0.44808563746864816,-0.7220671020443468
61,1.0706287447626572,-0.7220657721378158
62,1.8915196003850598,-0.722060956725785
63,2.0601895239428876,-0.7220612885831348
64,4.492958244803045,-0.7220519925630677
65,4.748457034082185,-0.722051014597328
66,5.890145188953979,-0.7220422150208365
67,6.804005235251416,-0.7220219564492651
68,7.001087476815824,-0.7220209796299315
69,7.282401436844547,-0.7220221403944304
70,0.11061360936306214,-0.7220621056423054
71,0.12766236171261083,-0.7220625212671506
72,0.1542239989742183,-0.7220626095076254
73,0.16033153570448133,-0.7220624137886289
74,0.28073452410228156,-0.7220653999299627
75,0.29774584069966886,-0.7220649890083246
76,0.3872705915452972,-0.7220665148298033
77,0.4779698731533934,-0.7220662857659033
78,0.5001597596973489,-0.7220662754214919
79,0.5336298852443145,-0.7220673300930045
80,0.13942770737217836,-0.7220617581387213
81,0.19545658702863916,-0.7220637804846327
82,0.2693367640346554,-0.7220656633991128
83,0.2845170571548599,-0.7220652144139434
84,0.5034662420322742,-0.7220661905636467
85,0.5264611330673967,-0.7220672673558595
86,0.6292130670058581,-0.7220648315767383
87,0.7114604711726275,-0.7220639956752336
88,0.7291978729134242,-0.722064708711674
89,0.7545161293160093,-0.7220652673828096
90,0.524652807566783,-0.7220673266067741
91,0.5617911017332684,-0.7220666412285868
92,0.6148105391106153,-0.7220657710080104
93,0.6263093628798637,-0.7220653467176228
94,0.818203759359087,-0.7220655375512575
95,0.8414956220976951,-0.7220658331570641
96,0.9539469622680374,-0.7220653808240414
97,1.0546939009110161,-0.7220661144896465
98,1.0777788260091068,-0.7220655774430262
99,1.1116081805372156,-0.722066754866843
100,0.5438085637468648,-0.7220668890599595
101,0.6060628744762657,-0.722066216153091
102,0.688151960038506,-0.7220643553814263
103,0.7050189523942888,-0.7220637038004376
104,0.9482958244803046,-0.7220657877810441
105,0.9738457034082185,-0.7220654724613608
106,1.088014518895398,-0.7220663653905287
107,1.1794005235251417,-0.7220675289280113
108,1.1991087476815825,-0.7220682279900361
109,1.2272401436844547,-0.722067133824313
110,0.8078588285865065,-0.722065913355081
111,0.819159630700673,-0.7220657579147822
112,0.8343029820518453,-0.7220655787699115
113,0.8374490154670818,-0.7220656696015058
114,0.8841670805997913,-0.7220648971314413
115,0.8892223713186495,-0.7220645847553553
116,0.9121672629709177,-0.7220643841170218
117,0.9309593124418307,-0.7220648414968709
118,0.9350624667173622,-0.7220650304891879
119,0.9409506330497976,-0.7220653941960153
120,0.808761712749373,-0.7220659092324506
121,0.8212125748952532,-0.7220660083822583
122,0.8376303920077013,-0.7220657088817997
123,0.8410037904788578,-0.7220658165328042
124,0.889659164896061,-0.7220645872780767
125,0.8947691406816438,-0.722064376589009
126,0.9176029037790796,-0.7220638318474057
127,0.9358801047050284,-0.7220653571529354
128,0.9398217495363166,-0.7220653628523961
129,0.945448028736891,-0.7220657462873818
130,0.9079468651017382,-0.7220639519756544
131,0.919360642005174,-0.7220638521386074
132,0.9346305784920669,-0.722065100275261
133,0.9377993927078395,-0.7220655658434056
134,0.9847173032431115,-0.7220655498629087
135,0.9897790240354281,-0.7220657901238815
136,1.01271694811649,-0.7220664155626129
137,1.0314599851428434,-0.7220662536178097
138,1.0355473452706203,-0.7220662069533026
139,1.0414096933928414,-0.722066169617298
140,0.908761712749373,-0.7220639547346523
141,0.9212125748952532,-0.7220639978904739
142,0.9376303920077013,-0.7220655600988076
143,0.9410037904788577,-0.7220653941882393
144,0.989659164896061,-0.7220657901576335
145,0.9947691406816437,-0.7220673973801159
146,1.0176029037790797,-0.7220662464067138
147,1.0358801047050283,-0.7220662057674403
148,1.0398217495363165,-0.7220660448602105
149,1.045448028736891,-0.7220660983463676
150,0.1831687503434282,-0.7220621529989875
151,0.4328896943645972,-0.7220671691652198
152,1.3455869304969958,-0.7220657449063199
153,1.6986883737104392,-0.7220644320288487
154,48.95250797972596,-0.7219414540452229
155,69.67455769894336,-0.7218921337344116
156,337.3549705407809,-0.7214791819464627
157,1192.3483118324452,-0.7210836045959532
158,1565.4978881412646,-0.7213016473695059
159,2309.0900086512424,-0.7211141909312879
160,4380.9563746864815,-0.7206719280771428
161,10606.387447626572,-0.7201495147192434
162,18815.296003850595,-0.7190016334120758
163,20501.995239428878,-0.718808756721218
164,44829.68244803046,-0.7172604020810674
165,47384.67034082185,-0.7171654695061486
166,58801.55188953979,-0.7175671300753821
167,67940.15235251417,-0.7173110732454537
168,69910.97476815825,-0.7173031393534663
169,72724.11436844549,-0.71724556986997
170,24.79003122074495,-0.7219558704387341
171,90.06703588116775,-0.721828903037959
172,493.59146376693604,-0.7213233730812381
173,700.1169167836902,-0.7213127519604436
174,108308.46985724186,-0.7171096058982533
175,183912.53501900678,-0.7175805701509661
176,1959434.1372675772,-0.7479664519120225
177,13019811.953776881,-0.781403270960325
178,19587487.356033064,-0.7850375889611907
179,35088216.43139192,-0.7885536394348166
180,438085647.46864814,-0.7931792577976242
181,1060628754.7626573,-0.7933971170048016
182,1881519610.3850598,-0.7934828336655306
183,2050189533.942888,-0.7934881922167705
184,4482958254.803046,-0.7935417688326677
185,4738457044.082185,-0.7935440986687402
186,5880145198.9539795,-0.7935529201100396
187,6794005245.251416,-0.7935575694446477
188,6991087486.8158245,-0.7935585236734723
189,7272401446.844548,-0.7935575420622722
190,165.59332201358833,-0.7217310730048265
191,339.08952376982006,-0.7214799129912468
192,872.4886784461723,-0.7212234628432814
193,1059.4848769124342,-0.7210990475428456
194,17437.29530105489,-0.719173862794561
195,23400.68211707545,-0.7185796200610457
