,param_base_estimator__alpha,mean_test_score
0,0.08549285569614486,-0.7497583982761974
1,0.4327548304683338,-0.7497020522124905
2,0.005748791543684978,-0.7497681957528505
3,39.85052033030902,-0.7495408672148994
4,0.001356869154129798,-0.7485870642021597
5,2.4393756512674267,-0.7484894848301957
6,1.8604218558158072,-0.749632396296809
7,0.006394365185188309,-0.7497679505430312
8,0.23270800169131067,-0.7497334753051712
9,0.0029451900279758732,-0.7485866326148007
10,0.001831687503434282,-0.748587139315671
11,0.004328896943645972,-0.7485851023528115
12,0.013455869304969958,-0.7485832044081036
13,0.016986883737104393,-0.7485818347076304
14,0.48952507979725957,-0.7485557008973444
15,0.6967455769894336,-0.7485545077411817
16,3.373549705407809,-0.7484655372527655
17,11.923483118324452,-0.7483009727664836
18,15.654978881412646,-0.7482460753818331
19,23.090900086512427,-0.7482096455562861
20,43.80956374686481,-0.748072572310874
21,106.06387447626572,-0.7479331311372367
22,188.152960038506,-0.748273713039439
23,205.0199523942888,-0.7482875122190225
24,448.29682448030456,-0.7483338681560717
25,473.8467034082185,-0.7483602279157707
26,588.0155188953979,-0.7483219019731078
27,679.4015235251416,-0.7483854238712124
28,699.1097476815825,-0.7483912458054595
29,727.2411436844548,-0.7484067853182902
30,0.014970429313997771,-0.7485830915553441
31,0.026561432768505946,-0.7485820682475379
32,0.05657282162629092,-0.7485855230945954
33,0.06608087874024034,-0.7485838269032522
34,0.6211311329383152,-0.7485596246923899
35,0.7859280943131399,-0.748540827367301
36,2.249355378452717,-0.7484858838500482
37,5.219177824358986,-0.7484337928752421
38,6.257991814157163,-0.7484037267230015
39,8.108874421334596,-0.7483398909498266
40,4.390856374686481,-0.7484495721986094
41,10.616287447626572,-0.7483166586922284
42,18.8251960038506,-0.7482593368282682
43,20.51189523942888,-0.7482396311884176
44,44.839582448030455,-0.7480684466496357
45,47.39457034082185,-0.7480568781925958
46,58.81145188953979,-0.748006024881602
47,67.95005235251416,-0.7479628284319686
48,69.92087476815826,-0.7479822079252421
49,72.73401436844549,-0.7479938356219246
50,0.01353398501341819,-0.7485832749237348
51,0.020806001402590483,-0.7485815943005255
52,0.036682242713566404,-0.74858467141228
53,0.04121514738188424,-0.7485836214636323
54,0.22125213666702961,-0.7485831427730119
55,0.2639593864573551,-0.7485727728035835
56,0.5808226670342514,-0.7485627099703377
57,1.0919470279424939,-0.7485175219120558
58,1.2511985806183064,-0.7485165593383533
59,1.5195690206934473,-0.7485070143600716
60,0.44808563746864816,-0.748563206902554
61,1.0706287447626572,-0.748516793214721
62,1.8915196003850598,-0.7485119070990001
63,2.0601895239428876,-0.7484929900088587
64,4.492958244803045,-0.7484514986363359
65,4.748457034082185,-0.7484484414593462
66,5.890145188953979,-0.7484209336187336
67,6.804005235251416,-0.7483877494027179
68,7.001087476815824,-0.7483789532646586
69,7.282401436844547,-0.7483624817842333
70,0.11061360936306214,-0.748579704767929
71,0.12766236171261083,-0.7485812549489106
72,0.1542239989742183,-0.7485837856593703
73,0.16033153570448133,-0.7485858752693132
74,0.28073452410228156,-0.748571279425773
75,0.29774584069966886,-0.7485660372511908
76,0.3872705915452972,-0.7485675055490058
77,0.4779698731533934,-0.7485533269137427
78,0.5001597596973489,-0.7485566938320005
79,0.5336298852443145,-0.7485582097519706
80,0.14380856374686482,-0.7485824988523859
81,0.20606287447626573,-0.7485811148402528
82,0.28815196003850596,-0.7485693298681093
83,0.3050189523942888,-0.7485643780086333
84,0.5482958244803046,-0.7485606726500761
85,0.5738457034082185,-0.7485610187510966
86,0.6880145188953979,-0.7485555904092357
87,0.7794005235251416,-0.7485399173272616
88,0.7991087476815825,-0.7485393333047604
89,0.8272401436844548,-0.7485353251202483
90,0.524652807566783,-0.7485598000049631
91,0.5617911017332684,-0.7485606255948325
92,0.6148105391106153,-0.7485601171287153
93,0.6263093628798637,-0.7485566513908923
94,0.818203759359087,-0.7485368062034004
95,0.8414956220976951,-0.748532693894222
96,0.9539469622680374,-0.7485241141920558
97,1.0546939009110161,-0.7485191489162685
98,1.0777788260091068,-0.7485177342113908
99,1.1116081805372156,-0.7485204948494336
100,0.5657128456202972,-0.7485597059620659
101,0.6590943117143986,-0.7485558607121898
102,0.782227940057759,-0.7485399075287741
103,0.8075284285914333,-0.7485389835516977
104,1.172443736720457,-0.7485181382233108
105,1.2107685551123277,-0.7485180885574534
106,1.3820217783430968,-0.7485160971207833
107,1.5191007852877123,-0.7485075259048857
108,1.5486631215223738,-0.7485096048530778
109,1.5908602155266822,-0.7485061792213156
110,0.8078588285865065,-0.748538658831521
111,0.819159630700673,-0.7485363414347603
112,0.8343029820518453,-0.7485370786790363
113,0.8374490154670818,-0.7485364417046715
114,0.8841670805997913,-0.7485278480834016
115,0.8892223713186495,-0.7485271912386071
116,0.9121672629709177,-0.7485261523342663
117,0.9309593124418307,-0.7485287840144416
118,0.9350624667173622,-0.7485281800708427
119,0.9409506330497976,-0.7485264824126894
120,0.8438085637468649,-0.748532487912359
121,0.9060628744762658,-0.7485262278169433
122,0.988151960038506,-0.7485269816531545
123,1.005018952394289,-0.7485245933255863
124,1.2482958244803046,-0.7485163034437369
125,1.2738457034082185,-0.7485185665685876
126,1.3880145188953978,-0.7485155630280387
127,1.4794005235251415,-0.7485085509973175
128,1.4991087476815825,-0.7485083097648079
129,1.527240143684455,-0.7485074117591649
130,0.9079468651017382,-0.7485264194063622
131,0.919360642005174,-0.7485270445991564
132,0.9346305784920669,-0.7485283260109086
133,0.9377993927078395,-0.7485273852521347
134,0.9847173032431115,-0.7485261754706948
135,0.9897790240354281,-0.7485260300703042
136,1.01271694811649,-0.7485224337918096
137,1.0314599851428434,-0.7485216639693288
138,1.0355473452706203,-0.7485216188276093
139,1.0414096933928414,-0.7485205262932855
140,0.9481894201215513,-0.7485268430933903
141,1.0166691619238923,-0.748522380515255
142,1.1069671560423566,-0.7485191312547992
143,1.1255208476337177,-0.7485183471048696
144,1.393125406928335,-0.7485165752356971
145,1.4212302737490403,-0.748514069342521
146,1.5468159707849378,-0.7485089483554714
147,1.6473405758776558,-0.7485085333907397
148,1.6690196224497407,-0.748511233017341
149,1.6999641580529004,-0.748506769316334
150,0.1831687503434282,-0.7485834133633074
151,0.4328896943645972,-0.7485642158928831
152,1.3455869304969958,-0.7485191620162064
153,1.6986883737104392,-0.7485062165607498
154,48.95250797972596,-0.7480452630100682
155,69.67455769894336,-0.7479807506267698
156,337.3549705407809,-0.7483429973903125
157,1192.3483118324452,-0.7484247080605438
158,1565.4978881412646,-0.7483659984629105
159,2309.0900086512424,-0.747837107006799
160,4380.9563746864815,-0.7475219969209265
161,10606.387447626572,-0.7473827869478231
162,18815.296003850595,-0.7466827474435407
163,20501.995239428878,-0.7465510564149354
164,44829.68244803046,-0.7455006725813179
165,47384.67034082185,-0.7454263230564966
166,58801.55188953979,-0.745172634949115
167,67940.15235251417,-0.7450641020294836
168,69910.97476815825,-0.745037485465937
169,72724.11436844549,-0.7450099265337663
170,24.79003122074495,-0.7481782847565903
171,90.06703588116775,-0.7479403631739183
172,493.59146376693604,-0.7483721269701016
173,700.1169167836902,-0.7483911550730296
174,108308.46985724186,-0.7449947264142354
175,183912.53501900678,-0.7455257463585793
176,1959434.1372675772,-0.7510156943075209
177,13019811.953776881,-0.7530271018781061
178,19587487.356033064,-0.7538005082784595
179,35088216.43139192,-0.7577783949594684
180,438085647.46864814,-0.7941555970678416
181,1060628754.7626573,-0.7984799777278495
182,1881519610.3850598,-0.8001813409512837
183,2050189533.942888,-0.800407906423998
184,4482958254.803046,-0.8016998494039953
185,4738457044.082185,-0.8017618493175166
186,5880145198.9539795,-0.8019793740743034
187,6794005245.251416,-0.802098772511925
188,6991087486.8158245,-0.8021139992524244
189,7272401446.844548,-0.802141898506859
190,165.59332201358833,-0.7482749902278351
191,339.08952376982006,-0.7483404333917795
192,872.4886784461723,-0.7484275937638969
193,1059.4848769124342,-0.7484315530618099
194,17437.29530105489,-0.7467667026970116
195,23400.68211707545,-0.7463497948725787
196,87110.91880089794,-0.7446622256249226
197,249460.97626738678,-0.745812416552409
198,312999.5681956823,-0.7459540115723954
199,432713.7726917337,-0.746390866860341
200,438185.63746864814,-0.7464393718494151
201,1060728.7447626572,-0.7494298040257811
202,1881619.6003850598,-0.750921231486525
203,2050289.523942888,-0.7511401732061563
204,4483058.244803046,-0.7524902332762454
205,4738557.0340821855,-0.7525538720483428
206,5880245.188953979,-0.7526464670839054
207,6794105.2352514155,-0.7527284670139226
208,6991187.476815825,-0.7527306627547787
209,7272501.436844548,-0.7527437570277254
210,1353.3985013418192,-0.7483882636165272
211,2080.600140259048,-0.747882938671813
212,3668.2242713566407,-0.7476130259036831
213,4121.5147381884235,-0.7475742827615307
214,22125.213666702963,-0.746448176627495
215,26395.938645735514,-0.7461657347873673
216,58082.26670342515,-0.7451795753687351
217,109194.70279424937,-0.7450113552180457
218,125119.85806183064,-0.7455494906079021
219,151956.9020693447,-0.7456956144035047
220,44808.56374686481,-0.7454975340226208
221,107062.87447626573,-0.7449657158018119
222,189151.960038506,-0.7455260001861
223,206018.9523942888,-0.7456107453860149
224,449295.8244803046,-0.7465197287671349
225,474845.7034082185,-0.7467077585953478
226,589014.5188953979,-0.7472704370514064
227,680400.5235251415,-0.7477386570463248
228,700108.7476815825,-0.747848118779806
