,avg_cv_balanced_accuracy,avg_cv_f1,avg_cv_fit_time,case,avg_cv_predict_time,model_name
27,0.4420352982543935,0.5148907548111636,16.286797364552815,ternary_hybrid,0.3699592749277751,LGBMClassifier+SGDClassifier
28,0.432267677651135,0.5182823314103473,16.272778193155926,ternary_hybrid,1.4160449504852295,LGBMClassifier+SVC
29,0.41289937369990765,0.49698692520396365,118.20143151283264,ternary_hybrid,0.32111120223999023,LGBMClassifier+XGBClassifier
30,0.487329274643218,0.5404024343094118,122.11382420857747,ternary_hybrid,0.265534241994222,LogisticRegression+AdaBoostClassifier
31,0.4443643790086174,0.46628044846596683,2.7576019763946533,ternary_hybrid,0.021186510721842446,LogisticRegression+DummyClassifier
32,0.45495395254284127,0.49183920219703103,15.925222555796305,ternary_hybrid,0.20408089955647787,LogisticRegression+LGBMClassifier
33,0.5169003227896378,0.5719274458718195,5.137969573338827,ternary_hybrid,0.05054942766825358,LogisticRegression+LogisticRegression
34,0.5290279564930254,0.5851940282864927,43.92804193496704,ternary_hybrid,0.060246308644612626,LogisticRegression+MLPClassifier
35,0.44954597062531204,0.4768199368685538,5.861432631810507,ternary_hybrid,0.16106263796488446,LogisticRegression+RandomForestClassifier
36,0.5196538169718411,0.5730625143772041,3.5613111654917398,ternary_hybrid,0.05274017651875813,LogisticRegression+RidgeClassifier
37,0.5194933478359411,0.566805670321799,5.708816607793173,ternary_hybrid,0.16200439135233563,LogisticRegression+SGDClassifier
38,0.5095887497392505,0.5695593904594499,5.69479743639628,ternary_hybrid,1.20809006690979,LogisticRegression+SVC
39,0.4902187118924222,0.5480583684783558,107.623450756073,ternary_hybrid,0.11315631866455078,LogisticRegression+XGBClassifier
40,0.49386101019021744,0.5421773857796764,161.1018959681193,ternary_hybrid,0.2970236937204997,MLPClassifier+AdaBoostClassifier
41,0.45097583669184216,0.46859807749012067,41.745673735936485,ternary_hybrid,0.05267596244812012,MLPClassifier+DummyClassifier
42,0.46158735475521934,0.49387243719495705,54.913294315338135,ternary_hybrid,0.23557035128275552,MLPClassifier+LGBMClassifier
43,0.5232093570495566,0.5737907678149108,44.12604133288066,ternary_hybrid,0.08203887939453125,MLPClassifier+LogisticRegression
44,0.535862079152881,0.5877716112161305,82.91611369450888,ternary_hybrid,0.09173576037089029,MLPClassifier+MLPClassifier
45,0.4562351701160569,0.47943400170135364,44.84950439135234,ternary_hybrid,0.1925520896911621,MLPClassifier+RandomForestClassifier
46,0.5267866769298554,0.5757903802070833,42.54938292503357,ternary_hybrid,0.0842296282450358,MLPClassifier+RidgeClassifier
47,0.52603968998334,0.5689358937598588,44.696888367335006,ternary_hybrid,0.19349384307861328,MLPClassifier+SGDClassifier
48,0.5159318119994022,0.5716619648440804,44.68286919593811,ternary_hybrid,1.2395795186360679,MLPClassifier+SVC
49,0.4968630819132911,0.5500742654182568,146.61152251561484,ternary_hybrid,0.14464577039082846,MLPClassifier+XGBClassifier
50,0.3813280873058298,0.4524217920829427,122.56637374560037,ternary_hybrid,0.3894460201263428,RandomForestClassifier+AdaBoostClassifier
51,0.3368374074749798,0.37510721824897314,3.210151513417562,ternary_hybrid,0.14509828885396323,RandomForestClassifier+DummyClassifier
52,0.3480546202991386,0.40231904295045506,16.377772092819214,ternary_hybrid,0.32799267768859863,RandomForestClassifier+LGBMClassifier
53,0.4118676700716346,0.48327244975743106,5.590519110361735,ternary_hybrid,0.17446120580037436,RandomForestClassifier+LogisticRegression
54,0.42670139936531554,0.49850736662336265,44.38059147198995,ternary_hybrid,0.1841580867767334,RandomForestClassifier+MLPClassifier
55,0.3418339992343408,0.3861405994528068,6.313982168833415,ternary_hybrid,0.28497441609700525,RandomForestClassifier+RandomForestClassifier
56,0.4152471683897274,0.48538557939822463,4.013860702514648,ternary_hybrid,0.1766519546508789,RandomForestClassifier+RidgeClassifier
57,0.4141232462346401,0.4783398395338934,6.161366144816081,ternary_hybrid,0.2859161694844564,RandomForestClassifier+SGDClassifier
58,0.40616670967232044,0.4828980680005546,6.1473469734191895,ternary_hybrid,1.3320018450419109,RandomForestClassifier+SVC
59,0.38548516313100434,0.4606083765462092,108.0760002930959,ternary_hybrid,0.23706809679667157,RandomForestClassifier+XGBClassifier
60,0.4773800517950339,0.5300175200072178,120.27003320058186,ternary_hybrid,0.28667251269022626,RidgeClassifier+AdaBoostClassifier
61,0.4341532111344734,0.4568559111595552,0.9138109683990479,ternary_hybrid,0.04232478141784668,RidgeClassifier+DummyClassifier
62,0.44507382095052317,0.48269450673224484,14.0814315478007,ternary_hybrid,0.2252191702524821,RidgeClassifier+LGBMClassifier
63,0.5082090020214328,0.5626961644205769,3.294178565343221,ternary_hybrid,0.07168769836425781,RidgeClassifier+LogisticRegression
64,0.5209810197257182,0.5766272776154048,42.084250926971436,ternary_hybrid,0.08138457934061685,RidgeClassifier+MLPClassifier
65,0.43940803182728083,0.46756629248326287,4.017641623814901,ternary_hybrid,0.18220090866088867,RidgeClassifier+RandomForestClassifier
66,0.5115305937190994,0.5646521907190093,1.7175201574961343,ternary_hybrid,0.07387844721476236,RidgeClassifier+RidgeClassifier
67,0.5117967608561899,0.5584131762098439,3.865025599797567,ternary_hybrid,0.18314266204833984,RidgeClassifier+SGDClassifier
68,0.5005357184090268,0.5609260198746847,3.8510064284006753,ternary_hybrid,1.2292283376057944,RidgeClassifier+SVC
69,0.4808006569093492,0.5389253228015382,105.77965974807739,ternary_hybrid,0.13429458936055502,RidgeClassifier+XGBClassifier
70,0.489976983735587,0.5392694139369313,121.63025911649068,ternary_hybrid,0.3870948155721029,SGDClassifier+AdaBoostClassifier
71,0.44700845457799593,0.4656768991170062,2.2740368843078613,ternary_hybrid,0.14274708429972333,SGDClassifier+DummyClassifier
72,0.45764653761533886,0.49116037413718655,15.441657463709513,ternary_hybrid,0.32564147313435876,SGDClassifier+LGBMClassifier
73,0.5199285667332706,0.5712824477630294,4.654404481252035,ternary_hybrid,0.17211000124613446,SGDClassifier+LogisticRegression
74,0.5317627193193645,0.5841678143125123,43.44447684288025,ternary_hybrid,0.1818068822224935,SGDClassifier+MLPClassifier
75,0.4523746378914546,0.47642136132781276,5.377867539723715,ternary_hybrid,0.2826232115427653,SGDClassifier+RandomForestClassifier
76,0.5227653814569414,0.5724527895033336,3.0777460734049478,ternary_hybrid,0.174300750096639,SGDClassifier+RidgeClassifier
77,0.5231398340294261,0.5667733099824757,5.225251515706381,ternary_hybrid,0.2835649649302165,SGDClassifier+SGDClassifier
78,0.5121369635208741,0.5687967199203205,5.211232344309488,ternary_hybrid,1.329650640487671,SGDClassifier+SVC
79,0.4929645314582258,0.5472882598688322,107.1398856639862,ternary_hybrid,0.23471689224243164,SGDClassifier+XGBClassifier
80,0.4628382323845841,0.5271044976006966,122.32882618904114,ternary_hybrid,1.4122838973999023,SVC+AdaBoostClassifier
81,0.4194329006184278,0.45218948482617444,2.972603956858317,ternary_hybrid,1.1679361661275227,SVC+DummyClassifier
82,0.4306264690016047,0.4787950590146643,16.140224536259968,ternary_hybrid,1.3508305549621582,SVC+LGBMClassifier
83,0.4944774897285142,0.5603240516030409,5.35297155380249,ternary_hybrid,1.1972990830739338,SVC+LogisticRegression
84,0.5073518983703788,0.5742091128706576,44.1430439154307,ternary_hybrid,1.206995964050293,SVC+MLPClassifier
85,0.4246641949273719,0.4630601799119287,6.07643461227417,ternary_hybrid,1.3078122933705647,SVC+RandomForestClassifier
86,0.49754327229449125,0.5619927684710881,3.7763131459554033,ternary_hybrid,1.1994898319244385,SVC+RidgeClassifier
87,0.49723897682422735,0.5553737892685887,5.923818588256836,ternary_hybrid,1.3087540467580159,SVC+SGDClassifier
88,0.4872730807221717,0.558548423521577,5.909799416859944,ternary_hybrid,2.3548397223154707,SVC+SVC
89,0.46728220183616864,0.5363967999112985,107.83845273653667,ternary_hybrid,1.2599059740702312,SVC+XGBClassifier
90,0.43549632248625647,0.5030155920698591,242.5160519282023,ternary_hybrid,0.3699859778086344,XGBClassifier+AdaBoostClassifier
91,0.39266006263914477,0.42884841745480246,123.15982969601949,ternary_hybrid,0.12563824653625488,XGBClassifier+DummyClassifier
92,0.40361480737082417,0.45521875798711847,136.32745027542114,ternary_hybrid,0.30853263537089026,XGBClassifier+LGBMClassifier
93,0.466859216113295,0.5359308916265194,125.54019729296365,ternary_hybrid,0.15500116348266602,XGBClassifier+LogisticRegression
94,0.480937440543504,0.5511141489065272,164.33026965459186,ternary_hybrid,0.16469804445902506,XGBClassifier+MLPClassifier
95,0.3977700144142369,0.43971801048540254,126.26366035143533,ternary_hybrid,0.2655143737792969,XGBClassifier+RandomForestClassifier
96,0.47059733950990396,0.5384567573745103,123.96353888511658,ternary_hybrid,0.15719191233317056,XGBClassifier+RidgeClassifier
97,0.46964643835009046,0.5313430591688192,126.111044327418,ternary_hybrid,0.26645612716674805,XGBClassifier+SGDClassifier
98,0.4606301287689549,0.5351308349314691,126.09702515602112,ternary_hybrid,1.3125418027242026,XGBClassifier+SVC
99,0.4405636372938591,0.5132225153259035,228.02567847569782,ternary_hybrid,0.2176080544789632,XGBClassifier+XGBClassifier
