,avg_cv_balanced_accuracy,case,dim_red,avg_cv_geometric_mean,avg_cv_f1,avg_cv_fit_time,model_name,avg_cv_predict_time
112,0.5181811181987624,ternary_negneu,LDA,0.4965038352432806,0.502251358221338,1.4194642066955567,ExtraTrees+ExtraTrees,0.12133903503417968
113,0.5291726843074501,ternary_negneu,LDA,0.5075343873141187,0.5205755735511265,0.802021598815918,ExtraTrees+LDA,0.06096110343933105
114,0.528693157333906,ternary_negneu,LDA,0.5070789736888368,0.5196762021190048,0.8145153045654298,ExtraTrees+LogReg,0.06096110343933105
115,0.5291164920934626,ternary_negneu,LDA,0.5083409081409972,0.5188859818144257,2.2834238529205324,ExtraTrees+MLP,0.0703359603881836
116,0.5257180710508262,ternary_negneu,LDA,0.5006639895950273,0.5125521078301833,0.7926494121551514,ExtraTrees+PassAgg,0.06096110343933105
117,0.528603706514016,ternary_negneu,LDA,0.5051141033971105,0.5224653217708458,0.8051384925842285,ExtraTrees+Ridge,0.06096110343933105
118,0.5271011796707736,ternary_negneu,LDA,0.5027522850403606,0.5197739737893332,0.8082673072814942,ExtraTrees+SGD,0.06096110343933105
119,0.5283697106866212,ternary_negneu,LDA,0.5073239377700477,0.5175175888063885,2.211622428894043,ExtraTrees+SVC,0.07658524513244629
120,0.5402345941266298,ternary_negneu,LDA,0.5122256996820659,0.5141222254925012,0.1507943630218506,LDA+Bagging,0.011162710189819337
121,0.4914912030410556,ternary_negneu,LDA,0.0,0.2083927838645606,0.0013952255249023438,LDA+Dummy,0.0
122,0.5403616939814082,ternary_negneu,LDA,0.5109886202175717,0.5175024890277904,0.6282100200653076,LDA+ExtraTrees,0.06037793159484863
123,0.5519840593383344,ternary_negneu,LDA,0.5227672272036301,0.53665796248916,0.010767412185668946,LDA+LDA,0.0
124,0.5516005206723993,ternary_negneu,LDA,0.5224116667169773,0.5359407099177882,0.023261117935180663,LDA+LogReg,0.0
125,0.5519962190074581,ternary_negneu,LDA,0.5237765613786048,0.5350505005547851,1.4921696662902832,LDA+MLP,0.009374856948852539
126,0.5491268321649253,ternary_negneu,LDA,0.5153479850451189,0.5285725062166794,0.0013952255249023438,LDA+PassAgg,0.0
127,0.5515173923346428,ternary_negneu,LDA,0.519980999207273,0.5387040973328736,0.013884305953979492,LDA+Ridge,0.0
128,0.5498032254816263,ternary_negneu,LDA,0.5175290117636235,0.5357910986047626,0.017013120651245116,LDA+SGD,0.0
129,0.5515511691384697,ternary_negneu,LDA,0.5232902274385884,0.5339134662727869,1.420368242263794,LDA+SVC,0.015624141693115235
130,0.5387351364233252,ternary_negneu,LDA,0.5077036075300105,0.5103629846791409,0.17564167976379394,LogReg+Bagging,0.0115567684173584
131,0.49050989068387435,ternary_negneu,LDA,0.0,0.20726069569256947,0.026242542266845702,LogReg+Dummy,0.0003940582275390625
132,0.538535232248394,ternary_negneu,LDA,0.5059059682926085,0.5133299043710821,0.653057336807251,LogReg+ExtraTrees,0.06077198982238769
133,0.5501042026949003,ternary_negneu,LDA,0.5178683784904884,0.5322988766804665,0.035614728927612305,LogReg+LDA,0.0003940582275390625
134,0.5497527153110164,ternary_negneu,LDA,0.5175472113547059,0.5316342613530128,0.04810843467712402,LogReg+LogReg,0.0003940582275390625
135,0.5501985147567123,ternary_negneu,LDA,0.5189755047186108,0.5308048874016875,1.5170169830322267,LogReg+MLP,0.009768915176391602
