,model_name,case,preprocessing,accuracy,adjusted_balanced_accuracy,f1,geometric_mean,roc_auc,fit_time,predict_time
31,GaussianNB_balacc_iso-calib,ternary,10+20+30+LDA,0.5535838180088597,0.17997165059807674,0.5219874478362454,0.3609605551547288,0.6866974123138577,10.807692050933838,0.053893518447875974
32,GaussianNB_auroc_iso-calib,ternary,10+20+30+LDA,0.5535370807083134,0.18361823401227112,0.5232862892207683,0.3646417362616598,0.6870048671229074,14.010843896865845,0.057599878311157225
33,GaussianNB_auroc_sig-calib,ternary,20,0.5534503573812997,0.08207852318825418,0.4698180654308614,0.21393256606696368,0.653937591680332,10.71675238609314,0.02186279296875
34,GaussianNB_auroc_sig-calib,ternary,30,0.553412626429426,0.07704370648688028,0.46530088048965335,0.20084051699304206,0.6554149400783312,10.6794038772583,0.026747798919677733
35,GaussianNB,ternary,20+30+LDA,0.5530346110596952,0.16267764106698843,0.5146262982024061,0.352322376735665,0.6762534951833572,0.019985294342041014,0.006634330749511719
36,GaussianNB_balacc_iso-calib,ternary,10+20+30,0.5455061538618314,0.13959962883737292,0.5025846931783837,0.2995838237446042,0.6677894833659461,11.057193613052368,0.05946979522705078
37,GaussianNB_f1_iso-calib,ternary,10+20+30,0.5454941450190418,0.13911639896442826,0.5028631333384637,0.3018573065113009,0.6679761853941367,10.779792261123657,0.04938211441040039
38,GaussianNB_acc_iso-calib,ternary,LOF-PCA,0.5453688125365896,0.14290255187949094,0.5043392458810668,0.30748945160730856,0.6677624995846941,11.65073003768921,0.05996308326721191
39,GaussianNB_acc_iso-calib,ternary,30,0.5433183893509363,0.10832603379830293,0.4863611383486969,0.2555480345301964,0.6641707908239635,6.534687328338623,0.029136085510253908
40,GaussianNB_auroc_iso-calib,ternary,30,0.5427879175425587,0.11379040110580745,0.48851715808673263,0.2596374479793019,0.6644030585003284,9.96518783569336,0.03821196556091309
41,GaussianNB_balacc_iso-calib,ternary,20,0.5425465831802183,0.12168075957829769,0.49288392112181095,0.27664490016796217,0.6617103234729982,6.7677812576293945,0.038132524490356444
42,GaussianNB_f1_iso-calib,ternary,20,0.5423879109008538,0.12147965897125931,0.4927234895809406,0.2764335524956566,0.6617115330172634,7.069834756851196,0.03584966659545898
43,GaussianNB_acc_iso-calib,ternary,20,0.5422503332371584,0.12198703085037665,0.49307506302604426,0.27807689957671133,0.6617439496335847,6.529073476791382,0.025620269775390624
44,GaussianNB,ternary,10,0.5418459254950828,0.07971075812313401,0.46657299626235815,0.24222679427155094,0.649649778821228,0.01809210777282715,0.003116798400878906
45,GaussianNB_auroc_iso-calib,ternary,20,0.541547341195051,0.12625252300796605,0.4944399343122723,0.2820393584117841,0.6619527026203881,9.955307292938233,0.031035661697387695
46,GaussianNB,ternary,10+20,0.5414621414802625,0.13103980064283785,0.5009758234392324,0.32231814556262045,0.6552503822113158,0.019021940231323243,0.006235265731811523
47,GaussianNB,ternary,20+30,0.5408217757254726,0.11699298696222227,0.49361217513377714,0.3042376380069325,0.6552870647172403,0.019507884979248047,0.0035180568695068358
48,GaussianNB_f1_iso-calib,ternary,10,0.5390598055275027,0.14228382981324508,0.5004056706205899,0.30968734353489097,0.6563698638338591,7.121181297302246,0.030796098709106445
49,GaussianNB_balacc_iso-calib,ternary,10,0.539040867363087,0.1422486724840602,0.5003847893746538,0.309665917818315,0.6563663602607999,6.715243768692017,0.028713703155517578
50,GaussianNB_acc_iso-calib,ternary,10,0.5387138482323419,0.1420664706335788,0.500220903418492,0.3098600652061688,0.6564782933753005,6.545799636840821,0.02860369682312012
51,GaussianNB_auroc_iso-calib,ternary,10,0.5381218359212679,0.1451392320026888,0.500900160694097,0.3126624937670714,0.6566200601573684,10.36620864868164,0.03770804405212402
52,GaussianNB,ternary,LDA,0.5341201687948386,0.21730453386035017,0.5202563871302694,0.4134211054943851,0.6795999437044096,0.08104462623596191,0.007222986221313477
53,GaussianNB,ternary,LDA+LOF-PCA,0.5335569555148624,0.22216828652562964,0.5211592689390017,0.41908182014986756,0.6803986960234156,0.017392492294311522,0.0031198978424072264
54,GaussianNB,ternary,10+20+30+LDA,0.5433516516532614,0.20390317918357082,0.5255816760418279,0.4010034464936892,0.6764983134368091,0.025304412841796874,0.007787752151489258
55,GaussianNB_acc_iso-calib,ternary,20+30,0.5438994025219646,0.12706360862878047,0.49643090545632224,0.28408659980812206,0.6658413044720308,8.35475468635559,0.03522791862487793
56,GaussianNB,ternary,10+30,0.5439604841606082,0.12971617550722547,0.501051509729807,0.31827485708580106,0.6581350594405275,0.018492984771728515,0.001580667495727539
57,GaussianNB_acc_iso-calib,ternary,10+20,0.5442237509091509,0.14754471993126952,0.5049077823670926,0.30999775841649957,0.6641959739805161,8.336730718612671,0.03584871292114258
58,GaussianNB_balacc_iso-calib,ternary,10+20,0.5450613280786685,0.1489077926963791,0.5056525609189739,0.31044907338706895,0.6639658256118519,8.378490972518922,0.03301725387573242
59,GaussianNB,ternary,20,0.5450457350662322,0.07676754543208258,0.4645254440664856,0.23168612694705631,0.6533082327357926,0.014116382598876953,0.0
60,GaussianNB_f1_iso-calib,ternary,LOF-PCA,0.5449541003295351,0.13913808220229143,0.5027836346488994,0.30456681391104656,0.667927613865677,11.943869876861573,0.06332926750183106
61,GaussianNB_f1_iso-calib,ternary,10+30,0.5449482217976056,0.14298489400837874,0.5036876034621676,0.3036693990442798,0.6677260052582178,8.563844871520995,0.04338536262512207
62,GaussianNB_auroc_iso-calib,ternary,10+20+30,0.5448665604770995,0.14251028040311609,0.5034548133986152,0.3022694723522203,0.6678628569301361,13.626695728302002,0.05397295951843262
63,GaussianNB_acc_iso-calib,ternary,10+30,0.5448488845222037,0.14325815431259453,0.5037612275310697,0.3038233532589928,0.6678042611850424,8.30511703491211,0.039147567749023435
64,GaussianNB_acc_iso-calib,ternary,10+20+30,0.5448337538879107,0.14200574884982983,0.5032128024882963,0.30161790274651984,0.6678508158423774,10.413390111923217,0.04871973991394043
65,GaussianNB_acc_iso-calib,ternary,10+20+LDA,0.5544653397634566,0.18754845259330238,0.5253953993483838,0.3693320035672406,0.6853210841097406,8.631215381622315,0.039564990997314455
66,GaussianNB_balacc_iso-calib,ternary,20+30,0.5447917802562892,0.12677965450136572,0.49651210428380343,0.2827224939896149,0.6656359415472846,8.380823802947997,0.03858628273010254
67,GaussianNB_auroc_iso-calib,ternary,10+20,0.5445444678137232,0.15038777832881212,0.5059173152617151,0.31256031989499156,0.6642588488304721,11.302530193328858,0.03965001106262207
68,GaussianNB_f1_iso-calib,ternary,20+30,0.5444402357864184,0.12736029795658724,0.4967395667812788,0.28414849834589573,0.6657767468512663,8.689554214477539,0.04005274772644043
69,GaussianNB_f1_iso-calib,ternary,10+20,0.5443626555623517,0.14749846610993855,0.5049329598933803,0.3097460402156384,0.6640748940445642,8.598871231079102,0.038080692291259766
70,GaussianNB_auroc_iso-calib,ternary,LOF-PCA,0.5443016715850557,0.14397435474920295,0.5039287225535197,0.30729832427730236,0.6676789870753612,14.92812876701355,0.05983490943908691
71,GaussianNB_auroc_iso-calib,ternary,20+30,0.5443000685203803,0.12903873182308415,0.4973875886533814,0.28569429357079024,0.6658926719938957,11.432400512695313,0.03876943588256836
72,GaussianNB_balacc_iso-calib,ternary,30,0.5442990799030333,0.1090111452051747,0.4868906616397096,0.25434328814211427,0.6642619515955882,6.7404392719268795,0.022470760345458984
73,GaussianNB_f1_iso-calib,ternary,30,0.5442756647507797,0.10904033915693183,0.48689463206788763,0.25443682571919357,0.6642550865952196,7.0520203590393065,0.02980036735534668
74,GaussianNB_auroc_iso-calib,ternary,10+30,0.5447725011484593,0.14459692791625872,0.5042158033321382,0.30533725345388235,0.6678134967853293,11.329789161682129,0.04152069091796875
75,GaussianNB,ternary,10+20+30,0.5286784635696687,0.16629044258565215,0.506902095021095,0.36537590199134684,0.6573140774305279,0.027351903915405273,0.0008115291595458985
76,GaussianNB_auroc_sig-calib,ternary,20+30,0.5545192756234201,0.09473327613100889,0.4801308643713356,0.2371089157890419,0.6547524362217922,11.996159601211549,0.028714942932128906
77,GaussianNB_balacc_sig-calib,ternary,10+20,0.5545702520417755,0.10362997826186793,0.48696119766019413,0.2570181449645844,0.6553740777335156,8.436555480957031,0.03250188827514648
78,GaussianNB_f1_sig-calib,ternary,20+30+LDA,0.5599222178045479,0.14168112735047927,0.501941301543994,0.3038409552850274,0.6774206094848795,9.06583013534546,0.033563232421875
79,GaussianNB_auroc_sig-calib,ternary,20+30+LDA,0.5597956947726714,0.14141640365545882,0.501842513844707,0.3034701831411041,0.6777329442507598,12.445506715774536,0.03453264236450195
80,GaussianNB_acc_sig-calib,ternary,20+30+LDA,0.559741602560868,0.14122529071189963,0.5017633926010299,0.3034214010531899,0.6775621298136226,8.521464633941651,0.02607569694519043
81,GaussianNB_balacc_sig-calib,ternary,20+30+LDA,0.5596589060547112,0.14133890577563832,0.501693542428848,0.3036102647970064,0.6771900971185127,8.690578651428222,0.03125629425048828
82,GaussianNB_auroc_sig-calib,ternary,10+20+LDA,0.5595172134267977,0.14980816312738202,0.5078388678975578,0.32027867029021023,0.6792565883750938,12.290222597122192,0.03525485992431641
83,GaussianNB_acc_sig-calib,ternary,10+20+LDA,0.5594728752512281,0.1498634240877365,0.5078059178226169,0.32038371146035904,0.679120956886188,8.508345937728881,0.03236203193664551
84,GaussianNB_f1_sig-calib,ternary,10+20+LDA,0.5594237738221628,0.14992178538299827,0.5078610922264656,0.32086713819877355,0.6789346350982168,8.947556924819946,0.02889537811279297
85,GaussianNB_balacc_iso-calib,ternary,LDA,0.5594019991326349,0.17793186367781086,0.525561770999291,0.3587537912151614,0.6872721116204981,11.507076597213745,0.0649381160736084
86,GaussianNB_balacc_sig-calib,ternary,10+20+LDA,0.5593723863236785,0.15025972915061203,0.5081719887017391,0.3220035812437623,0.6787164821716851,8.670954608917237,0.03029770851135254
87,GaussianNB_auroc_sig-calib,ternary,10+LDA,0.5587001890252331,0.13595898872608478,0.4972740799644244,0.294224920510472,0.6768551445738933,11.008752822875977,0.025287628173828125
88,GaussianNB_balacc_iso-calib,ternary,LDA+LOF-PCA,0.5583052153768916,0.18255687060589326,0.5259169775727257,0.3640708187026138,0.6884522246094216,11.789577865600586,0.0607083797454834
89,GaussianNB_f1_sig-calib,ternary,10+20+30+LDA,0.5582098672313801,0.15092907132629993,0.5088325055892813,0.3236266650045182,0.6784911334067815,11.113696813583374,0.04564261436462402
90,GaussianNB_acc_sig-calib,ternary,10+20+30+LDA,0.5581894356001726,0.15109096597335095,0.5088510950513769,0.3237239542092468,0.6789788318634719,10.73672857284546,0.044022130966186526
91,GaussianNB_auroc_iso-calib,ternary,LDA,0.558130039748684,0.18145190989095314,0.5263813483709957,0.363388999048127,0.6876133471283729,14.898119640350341,0.06470694541931152
92,GaussianNB_acc_iso-calib,ternary,LDA,0.5581152183465793,0.18125461729534417,0.5263349942121496,0.36321421061208625,0.6875571673637223,12.279045629501343,0.06403884887695313
93,GaussianNB_f1_sig-calib,ternary,20+LDA,0.5603104056283583,0.13235145025784079,0.49437391019179316,0.2858600518462562,0.677355918317099,7.8000692367553714,0.017817878723144533
94,GaussianNB_acc_sig-calib,ternary,10+LDA,0.5581126331113981,0.1354825999368022,0.49698688966104304,0.2951946317839778,0.676142403340042,6.919329643249512,0.019849872589111327
95,GaussianNB_balacc_sig-calib,ternary,20+LDA,0.5603346011279954,0.13241043103722716,0.49443895328676957,0.2859884798329738,0.6773584880864751,7.13812108039856,0.019805717468261718
96,GaussianNB_f1_sig-calib,ternary,10+30+LDA,0.5608528702377369,0.14947714760139355,0.5078445764594925,0.31708323261632276,0.6809173633180843,8.998200082778931,0.03024282455444336
97,GaussianNB_f1_sig-calib,ternary,LDA,0.5643304432276315,0.1562614287045297,0.5159341026999037,0.3303241979683126,0.6792071224231957,12.164610719680786,0.04830765724182129
98,GaussianNB_acc_sig-calib,ternary,LDA,0.5642783977199619,0.1563720563272692,0.515968769098339,0.33061913118900044,0.6804712827116954,11.635466241836548,0.04579973220825195
99,GaussianNB_balacc_sig-calib,ternary,LDA,0.5640051081670561,0.1565824145016799,0.5161794028945728,0.33211984047294674,0.6782617994103952,11.963042831420898,0.056055116653442386
100,GaussianNB_f1_sig-calib,ternary,LDA+LOF-PCA,0.5631002668529463,0.15994633636320127,0.5159747197938154,0.33442629689828196,0.6801537847183179,12.39707636833191,0.044826841354370116
101,GaussianNB_auroc_sig-calib,ternary,LDA+LOF-PCA,0.5630778641494861,0.16015683476280748,0.5160263625411095,0.3346947293350543,0.681500414628634,15.760597562789917,0.053517389297485354
102,GaussianNB_acc_sig-calib,ternary,LDA+LOF-PCA,0.5628555431179165,0.15961486342501335,0.5158041749206956,0.3344070351783409,0.6814026836267069,11.259567260742188,0.05068483352661133
103,GaussianNB_balacc_sig-calib,ternary,LDA+LOF-PCA,0.5627749317923711,0.16026732216035147,0.5162200199884845,0.3362219394029162,0.6792095750448233,12.218351268768311,0.04343252182006836
104,GaussianNB_auroc_sig-calib,ternary,30+LDA,0.5620238610522212,0.1280231397938208,0.49088690821742587,0.2723300628612832,0.6789738826838982,10.930461978912353,0.021881484985351564
105,GaussianNB_auroc_sig-calib,ternary,20+LDA,0.5615724857346419,0.13381193342904646,0.4953320502202937,0.2852200431965059,0.6782755980393776,11.028362560272218,0.01861681938171387
106,GaussianNB_acc_sig-calib,ternary,30+LDA,0.5613846783613505,0.1276436499474854,0.490587103562974,0.2731638172350008,0.6783339617028383,6.962026691436767,0.019594669342041016
107,GaussianNB_auroc_sig-calib,ternary,10+30+LDA,0.5613115103625967,0.15008229278786298,0.5081747050499409,0.3172485286667006,0.6812731286430463,12.355029773712157,0.03397054672241211
108,GaussianNB_acc_sig-calib,ternary,10+30+LDA,0.5612078865786088,0.1500377247367137,0.5081084237782981,0.3173767910041486,0.6811222888743871,8.500159502029419,0.022398614883422853
109,GaussianNB_balacc_sig-calib,ternary,30+LDA,0.5610608403723909,0.12712473680285102,0.4900919891426801,0.27291095581808084,0.6779676942303536,7.400389909744263,0.01950993537902832
110,GaussianNB_f1_sig-calib,ternary,30+LDA,0.5610582084603367,0.12712158920403974,0.4900999459228836,0.272881789701158,0.6779781434287152,7.713556480407715,0.01938619613647461
111,GaussianNB_balacc_sig-calib,ternary,10+30+LDA,0.5609994374352472,0.15022690116606904,0.5083288689365395,0.3186924919209336,0.6806269890293207,8.754096221923827,0.03362321853637695
112,GaussianNB_acc_sig-calib,ternary,20+LDA,0.5607478049180042,0.13298842555136253,0.49484001347502693,0.2859058591796854,0.6775780983954816,6.848427677154541,0.020258331298828126
113,GaussianNB_auroc_sig-calib,ternary,10+20+30+LDA,0.5580934128649905,0.15084098952795646,0.5087502894858933,0.32341668640820487,0.6790947167481539,14.47911639213562,0.04480867385864258
114,GaussianNB_balacc_sig-calib,ternary,10+LDA,0.5577713064281041,0.13533491304546516,0.4968720912748158,0.2960562509515082,0.6758704676783814,7.270615768432617,0.020163345336914062
115,GaussianNB_f1_sig-calib,ternary,10+LDA,0.5577592086782855,0.13523856746685126,0.49683830623184566,0.2959278993026914,0.6758704193323808,7.649759292602539,0.023142194747924803
116,GaussianNB_auroc_iso-calib,ternary,10+20+LDA,0.5550528419059123,0.19048594382549133,0.5264959329503875,0.3714986317893994,0.6854528485427596,11.894612979888915,0.04245247840881348
117,GaussianNB_f1_iso-calib,ternary,30+LDA,0.5550063598745383,0.15471426652171844,0.5102355621854286,0.321190573151157,0.6846709016295015,7.330062055587769,0.03882298469543457
118,GaussianNB_balacc_sig-calib,ternary,LOF-PCA,0.5549640528832263,0.1095249474803383,0.4914251710427152,0.26648270295090115,0.6553164071444584,11.90575909614563,0.05850033760070801
119,GaussianNB_f1_sig-calib,ternary,10+20+30,0.5548898731599409,0.10763384153940055,0.48979592840761377,0.2618317823112971,0.656110730198906,10.402528095245362,0.039659976959228516
120,GaussianNB_acc_sig-calib,ternary,10+20,0.55487824059879,0.1033326075470076,0.4867509191967345,0.2557591020165272,0.6556841279012281,7.920782232284546,0.0262937068939209
121,GaussianNB_auroc_sig-calib,ternary,LOF-PCA,0.554866807383516,0.1089036450600441,0.4909333291786049,0.26464851204427464,0.6577485512730348,15.42159652709961,0.04632568359375
122,GaussianNB_auroc_sig-calib,ternary,10+20,0.5548336503617317,0.10338294106756238,0.48675821893085935,0.2555090830839569,0.6557583043760911,12.0185302734375,0.03399643898010254
123,GaussianNB_acc_sig-calib,ternary,10+20+30,0.5547953345182103,0.10777878838056769,0.48984565358260823,0.2619686033008236,0.6568995111084435,10.059485530853271,0.048325204849243165
124,GaussianNB_auroc_sig-calib,ternary,10+20+30,0.554788240195656,0.10785318386562684,0.4898906890742497,0.2620671774550216,0.6570140532782369,13.764880466461182,0.035301494598388675
125,GaussianNB_f1_sig-calib,ternary,10+20,0.5547550321592014,0.1033543608546735,0.4867505661317472,0.2562365404033257,0.6555862911376416,8.698757743835449,0.02501215934753418
126,GaussianNB_f1_sig-calib,ternary,20+30,0.5547347270679241,0.09487183511568498,0.4802156871396055,0.23727437201756357,0.6546032087219398,8.678897190093995,0.03442025184631348
127,GaussianNB_balacc_iso-calib,ternary,20+LDA,0.5547149543081271,0.16679358845506448,0.5162789214038401,0.3394414716541855,0.68324138240492,7.04508409500122,0.029925441741943358
128,GaussianNB_f1_iso-calib,ternary,10+20+LDA,0.5546190658187621,0.18709368167986118,0.525388280864533,0.36886446627018227,0.6851093371244346,9.040608739852905,0.035001516342163086
129,GaussianNB_f1_iso-calib,ternary,20+LDA,0.5546007462350765,0.16670233819194197,0.5161689014345443,0.3393558390778827,0.6832783109496958,7.291523075103759,0.02945108413696289
130,GaussianNB_acc_sig-calib,ternary,20+30,0.5545837546284537,0.09464839110781434,0.4800950124519942,0.23707370577354636,0.6546923796768198,7.964126205444336,0.03188486099243164
131,GaussianNB_acc_sig-calib,ternary,LOF-PCA,0.5550743070129809,0.10914966202547201,0.49111935572847776,0.2649640293228988,0.6575001588452153,11.104008722305299,0.04289717674255371
132,GaussianNB_balacc_iso-calib,ternary,30+LDA,0.5550890606352105,0.15480308238548,0.5103244643286347,0.3213651615909208,0.6846640360055611,7.291495990753174,0.04602136611938477
133,GaussianNB_acc_iso-calib,ternary,10+30+LDA,0.5551794017891372,0.18444236322558602,0.52464629329014,0.3645680990934806,0.6876904461935384,8.52650146484375,0.034333324432373045
134,GaussianNB_f1_sig-calib,ternary,LOF-PCA,0.5552893879438017,0.1092039616831881,0.4911798708480461,0.2646870604462669,0.6562602824964713,12.082776880264282,0.04792962074279785
135,GaussianNB_balacc_sig-calib,ternary,10+20+30+LDA,0.5577312451902179,0.15064213012232047,0.5086079099016585,0.3242140885900132,0.6780339360247968,10.723987054824828,0.05053095817565918
136,GaussianNB_f1_iso-calib,ternary,LDA,0.5577153275416293,0.17757184839845389,0.5248251361891325,0.3603683543712942,0.6876727231200376,11.794459056854247,0.061028575897216795
137,GaussianNB_balacc_iso-calib,ternary,10+30+LDA,0.5572809088071076,0.18839889847444635,0.5269775079036743,0.3671287619577102,0.6874974776511334,8.98783540725708,0.04687042236328125
138,GaussianNB_auroc_iso-calib,ternary,LDA+LOF-PCA,0.5571518272097779,0.18652992018529949,0.5268611305638413,0.36893442405396304,0.6888370026732403,15.110018348693847,0.06154637336730957
139,GaussianNB,ternary,30+LDA,0.5571483587259384,0.1276152023307523,0.48890934612218484,0.28788105990977525,0.6772013861764016,0.018538236618041992,0.0015985965728759766
140,GaussianNB_acc_iso-calib,ternary,LDA+LOF-PCA,0.5570036131887315,0.18596102605134948,0.526684986673686,0.36857251589314244,0.6887529756690285,11.833533239364623,0.062479162216186525
141,GaussianNB_f1_iso-calib,ternary,LDA+LOF-PCA,0.5566630079921999,0.18221168408458752,0.5252159291106453,0.3656868757021993,0.6888551527705589,12.25309624671936,0.06175742149353027
142,GaussianNB_balacc_sig-calib,ternary,20+30,0.5545455223286108,0.09454747139445104,0.48001987251899614,0.2370286047711862,0.6543733464652698,8.248168182373046,0.03659024238586426
143,GaussianNB,ternary,20+LDA,0.556354464872072,0.12848135350490605,0.48945358234934566,0.2905564099146366,0.6772511095525487,0.014848136901855468,0.00039424896240234373
144,GaussianNB_auroc_sig-calib,ternary,10+30,0.5558720557901943,0.10327391921457887,0.4866850946030453,0.2523082962619086,0.6584820833831698,11.959169578552245,0.028133487701416014
145,GaussianNB_f1_sig-calib,ternary,10+30,0.555754307913741,0.10312693011453897,0.4866517066662885,0.2527489822694732,0.6583077025654622,8.634850788116456,0.026983261108398438
146,GaussianNB_balacc_sig-calib,ternary,10+30,0.5557526610902049,0.1036134245322935,0.487009882570877,0.25398212095932016,0.657982280103679,8.306323385238647,0.025257015228271486
147,GaussianNB,ternary,10+30+LDA,0.555550820606436,0.17280912030049328,0.5205021107872061,0.3623687783191606,0.6789526779424084,0.017959070205688477,0.004668426513671875
148,GaussianNB_auroc_iso-calib,ternary,10+30+LDA,0.5553698036532763,0.18584680900495304,0.5252045256698754,0.3659792499658299,0.6878099506517964,11.930850791931153,0.03984832763671875
149,GaussianNB_f1_iso-calib,ternary,10+30+LDA,0.5553528460750623,0.18385347517672782,0.5246336584780644,0.3643436076531449,0.6875479399203942,9.06560435295105,0.04316878318786621
150,GaussianNB_balacc_iso-calib,ternary,10+20+LDA,0.5553325597371834,0.18879987268639112,0.5261887912218229,0.36954919681846266,0.684897254817707,9.197410058975219,0.05000467300415039
151,GaussianNB_acc_sig-calib,ternary,10+30,0.5560055744398804,0.10341122624976903,0.48683221044342384,0.25299020080516,0.6584256800841314,7.9139319896698,0.022061920166015624
152,GaussianNB,ternary,LOF-PCA,0.5219666190690346,0.17026687508564703,0.49608132540989375,0.3601863953137155,0.6568711689127485,0.030228567123413087,0.006917047500610352
153,LogReg,ternary,10+20+30+LDA,0.5666520182614833,0.1799090811922436,0.5293344658823931,0.3633791252003997,0.6913978152325878,0.43124775886535643,0.0031246662139892576
154,LogReg,ternary,10,0.5465073699536342,0.13229516022276797,0.5010608246313036,0.30890956817715504,0.6587337112125531,0.3082571506500244,0.002377939224243164
155,LogReg,ternary,20+30,0.5473208750934733,0.12431322609441937,0.49589498229561507,0.2829227256753392,0.6659812730252641,0.5843742847442627,0.0
156,LogReg,ternary,10+20,0.5478542394552142,0.13595986300417978,0.5028589583540372,0.3092320682048997,0.6648748294531354,0.446870231628418,0.003123950958251953
157,LogReg,ternary,10+30,0.5492614697710039,0.13897536068738817,0.504529872008779,0.31097024011482377,0.6670535086488905,0.387498140335083,0.0
158,LogReg,ternary,LOF-PCA,0.5496244382080946,0.13938711685881686,0.5049812622502496,0.3121565485874759,0.6678504140019837,0.7937033176422119,0.0014042377471923829
159,LogReg,ternary,10+20+30,0.5498000840685087,0.1405233838917928,0.5054675259741532,0.31320093842213564,0.6674823817310205,0.7343733787536622,0.0
160,LogReg,ternary,20,0.5459035960360916,0.12109104723113025,0.4940009223264051,0.2800672479683028,0.6645320520731166,0.1395040512084961,0.0
161,LogReg,ternary,30+LDA,0.5599140236649577,0.1548907086802785,0.5130604252327724,0.31852596521181564,0.6901968798349601,0.13435010910034179,0.0
162,LogReg,ternary,10+LDA,0.5633296613423997,0.17393942379755642,0.5252758168439117,0.35912338358129536,0.6845634003274633,0.1187523365020752,0.0
163,LogReg,ternary,LDA,0.5633490565569903,0.17735402397373312,0.5269984112139654,0.36349314303034086,0.6883198081183576,0.888505506515503,0.00319671630859375
164,LogReg,ternary,20+30+LDA,0.5645878085453778,0.1670268715812257,0.5214401298645266,0.3392217996074344,0.6897238911515888,0.3437436580657959,0.0
165,LogReg,ternary,10+20+LDA,0.5647654592566073,0.17634534408823083,0.5269709854029596,0.3598220120397019,0.689348922139858,0.3437450885772705,0.0
166,LogReg,ternary,10+30+LDA,0.5659503685408275,0.17834048318162662,0.5282824532151531,0.36106641639879483,0.691045505217339,0.2781163215637207,0.0
167,LogReg,ternary,LDA+LOF-PCA,0.5662095871631858,0.18048124962420836,0.5293296160012899,0.3645725527682559,0.6914044846332168,1.346790361404419,0.0015987396240234376
168,LogReg,ternary,20+LDA,0.562725887424857,0.1642755046727932,0.519354008605083,0.33612857990519923,0.6885722905693663,0.12187385559082031,0.0
169,LogReg,ternary,30,0.5426026260067391,0.10943190147026635,0.4866200139946636,0.25824249601510774,0.6666562559376197,0.17774672508239747,0.0
171,LogReg_acc,ternary,20,0.5454773108154514,0.12270194223297011,0.49496943479168276,0.2852082065740188,0.6642803475563137,10.797635459899903,0.0010186195373535155
172,LogReg_acc,ternary,10,0.5458951433970133,0.13385424055863726,0.5018881642790095,0.3131461489949565,0.6585095449894478,11.027959775924682,0.0010162353515625
175,LogReg_acc,ternary,20+30,0.5467105604359148,0.12653764055605046,0.497106199573329,0.2892559437159491,0.6647470066316011,37.41915845870972,0.0007963180541992188
176,LogReg_acc,ternary,10+20,0.5470606916756816,0.13652067130375595,0.5029915539549014,0.3113977157983131,0.6645499852724148,28.420309829711915,0.0007936000823974609
179,LogReg_acc,ternary,10+30,0.5489745807558437,0.1403842505578715,0.505311373914515,0.31447967250114284,0.6666963175308498,25.89963231086731,0.0009906768798828125
181,LogReg_acc,ternary,LOF-PCA,0.5495312823882321,0.14054685042012818,0.5056366783756068,0.31471368894677054,0.6677899958307039,38.78565378189087,0.00019392967224121093
182,LogReg_acc,ternary,10+20+30,0.5496195697088991,0.14219841048434606,0.5064464154722008,0.317618628797271,0.6672744084620454,43.807720518112184,0.0005970478057861328
185,LogReg_acc,ternary,30+LDA,0.5596442943112171,0.15604199621717862,0.5137905263114141,0.32187392506269774,0.6900311939118422,9.293466711044312,0.00039420127868652346
187,LogReg_acc,ternary,20+LDA,0.5624774590294723,0.16565009024476368,0.5202110786874636,0.34014337882649115,0.6883712144522158,9.446521043777466,0.00019445419311523438
188,LogReg_acc,ternary,10+20+30+LDA,0.5665307895102923,0.18138501286108294,0.5301711709647937,0.3668240854665384,0.6912920760993874,37.809002208709714,0.00018873214721679688
190,LogReg_acc,ternary,LDA+LOF-PCA,0.5661460741475326,0.18152660037032936,0.5299569602763439,0.36704621533216963,0.6913751983380781,40.42677226066589,0.0007974147796630859
192,LogReg_acc,ternary,10+30+LDA,0.565841336350923,0.17967252603958003,0.5290589546014897,0.3640768895876829,0.6907579102563979,21.75010476112366,0.0035688400268554686
196,LogReg_acc,ternary,20+30+LDA,0.5640812437025519,0.16871933438357167,0.5224075889277434,0.3442039305323036,0.6886492880767726,31.093044328689576,0.0006038665771484375
198,LogReg_acc,ternary,LDA,0.5633300077476512,0.1783694228281425,0.5276434372828109,0.36589577737379597,0.6882727166297145,40.79410891532898,0.0
200,LogReg_acc,ternary,10+LDA,0.5628804702089296,0.17527187531821914,0.5260096161121374,0.3626065222532261,0.6844086025578788,9.829821348190308,0.0007978439331054688
202,LogReg_acc,ternary,10+20+LDA,0.5642831609212723,0.17703416411449338,0.5272566583260462,0.3618600608394996,0.6890698083012448,23.778559064865114,0.0003995418548583984
203,LogReg_acc,ternary,30,0.5421105756214291,0.1105556459621195,0.48727119683088205,0.26186648108379795,0.6664397805124411,10.787141370773316,0.0008098125457763672
212,LogReg_balacc,ternary,10+20+30+LDA,0.5066033711145235,0.2667241011415879,0.5139869128088946,0.5052486950719337,0.6941449212501587,206.30006375312806,0.00040044784545898435
213,LogReg_balacc,ternary,10+30+LDA,0.5064932231451451,0.2668099041882481,0.5139235549771265,0.505216412790909,0.6936946863227336,112.24231247901916,0.00039472579956054685
214,LogReg_balacc,ternary,LDA+LOF-PCA,0.5056959650612892,0.2669352206752044,0.5132630522694094,0.5056533434629995,0.6941687578667386,212.31496176719665,0.0009889602661132812
216,LogReg_balacc,ternary,20+30+LDA,0.5042912919788939,0.2623217575230022,0.511294784954081,0.502361661590292,0.6917056382505333,158.57892088890077,0.0005954265594482422
