2021-12-14	1639551265.5333765	{"clf": "BaggingClassifier(base_estimator=GaussianNB(), n_jobs=-1, random_state=2021,\n                  verbose=1)", "clf__base_estimator__var_smoothing": 9.497479673984538e-05, "select_before": "SelectFromModel(estimator=None, max_features=100)", "select_before__estimator": "AdaBoostClassifier(base_estimator=DecisionTreeClassifier(random_state=2021),\n                   random_state=2021)"}
2021-12-14	1639551720.9896524	{"clf": "BaggingClassifier(base_estimator=GaussianNB(), n_jobs=-1, random_state=2021,\n                  verbose=1)", "clf__base_estimator__var_smoothing": 9.497479673984538e-05, "select_before": "SelectFromModel(estimator=None, max_features=100)", "select_before__estimator": "AdaBoostClassifier(base_estimator=DecisionTreeClassifier(random_state=2021),\n                   random_state=2021)"}
2021-12-14	1639553183.6322439	{"clf": "BaggingClassifier(base_estimator=GaussianNB(), n_jobs=-1, random_state=2021,\n                  verbose=1)", "clf__base_estimator__var_smoothing": 9.497479673984538e-05, "select_before": "SelectFromModel(estimator=None, max_features=100)", "select_before__estimator": "AdaBoostClassifier(base_estimator=DecisionTreeClassifier(random_state=2021),\n                   random_state=2021)"}
2021-12-14	1639553521.9670374	{"clf": "BaggingClassifier(base_estimator=GaussianNB(), n_jobs=-1, random_state=2021,\n                  verbose=1)", "clf__base_estimator__var_smoothing": 9.497479673984538e-05, "select_before": "SelectFromModel(estimator=None, max_features=100)", "select_before__estimator": "AdaBoostClassifier(base_estimator=DecisionTreeClassifier(random_state=2021),\n                   random_state=2021)"}
2021-12-15	1639620793.0272949	{"clf": "CalibratedClassifierCV(base_estimator=GaussianNB(), method='isotonic',\n                       n_jobs=-1)", "clf__base_estimator__var_smoothing": 9.497479673984538e-05, "select_before": "SelectFromModel(estimator=None, max_features=100)", "select_before__estimator": "AdaBoostClassifier(base_estimator=DecisionTreeClassifier(random_state=2021),\n                   random_state=2021)"}
2021-12-15	1639621100.001843	{"clf": "CalibratedClassifierCV(base_estimator=GaussianNB(), method='isotonic',\n                       n_jobs=-1)", "clf__base_estimator__var_smoothing": 9.497479673984538e-05, "select_before": "SelectFromModel(estimator=None, max_features=100)", "select_before__estimator": "AdaBoostClassifier(base_estimator=DecisionTreeClassifier(random_state=2021),\n                   random_state=2021)"}
2021-12-15	1639628116.10539	{"clf": "CalibratedClassifierCV(base_estimator=GaussianNB(), method='isotonic',\n                       n_jobs=-1)", "clf__base_estimator__var_smoothing": 9.497479673984538e-05, "select_before": "SelectFromModel(estimator=None, max_features=100)", "select_before__estimator": "AdaBoostClassifier(base_estimator=DecisionTreeClassifier(random_state=2021),\n                   random_state=2021)"}
2021-12-15	1639628229.5582514	{"clf": "CalibratedClassifierCV(base_estimator=GaussianNB(), method='isotonic',\n                       n_jobs=-1)", "clf__base_estimator__var_smoothing": 3.462148725669568e-07, "select_before": "SelectKBest()", "select_before__k": 6}
2021-12-15	1639633003.0331872	{"clf": "CalibratedClassifierCV(base_estimator=GaussianNB(), method='isotonic',\n                       n_jobs=-1)", "clf__base_estimator__var_smoothing": 3.6055641674326054e-12, "select_before": "SelectKBest()", "select_before__k": 4}
2021-12-15	1639633006.7494595	{"clf": "GaussianNB()", "clf__var_smoothing": 0.00145694930745237, "select_before": "SelectKBest()", "select_before__k": 5}
2021-12-15	1639633010.0478075	{"clf": "CalibratedClassifierCV(base_estimator=GaussianNB(), method='isotonic',\n                       n_jobs=-1)", "clf__base_estimator__var_smoothing": 3.462148725669568e-07, "select_before": "SelectKBest()", "select_before__k": 4}
2021-12-16	1639707880.3490503	{"clf": "CalibratedClassifierCV(base_estimator=BaggingClassifier(base_estimator=GaussianNB(),\n                                                        n_jobs=-1,\n                                                        random_state=2021,\n                                                        verbose=1),\n                       method='isotonic', n_jobs=-1)", "clf__base_estimator__base_estimator__var_smoothing": 0.00254991804427982, "select_before": "SelectKBest()", "select_before__k": 5}
2021-12-16	1639707886.259856	{"clf": "GaussianNB()", "clf__var_smoothing": 0.007508169918128116, "select_before": "SelectKBest()", "select_before__k": 5}
2021-12-16	1639707889.927687	{"clf": "CalibratedClassifierCV(base_estimator=BaggingClassifier(base_estimator=GaussianNB(),\n                                                        n_jobs=-1,\n                                                        random_state=2021,\n                                                        verbose=1),\n                       method='isotonic', n_jobs=-1)", "clf__base_estimator__base_estimator__var_smoothing": 0.05663560343455751, "select_before": "SelectKBest()", "select_before__k": 4}
