,model_name,case,geometric_mean,f1,roc_auc,balanced_accuracy,fit_time,predict_time
0,LogReg,ternary,0.550631841323223,0.5617135370863544,0.6633272846097602,0.3368746022198007,50.172221946716306,0.16784095764160156
1,SGD,ternary,0.5505994548580213,0.5694682424783024,0.6635765551034559,0.33570024024795997,36.02630424499512,0.17669134140014647
2,LDA,ternary,0.5490445763514444,0.5660433278422818,0.6622015372691903,0.33304642554854985,136.47446131706238,0.33089265823364256
3,Ridge,ternary,0.549276205920467,0.5699021465484548,0.6624041274112262,0.3325686475229895,26.9738365650177,0.20319952964782714
