,model_name,case,geometric_mean,f1,roc_auc,balanced_accuracy,fit_time,predict_time
0,MLP,ternary,0.5224417197563291,0.5988561521383402,0.6574181563338861,0.31845657905551816,880.9378117084503,0.47659974098205565
