,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_loss,param_penalty,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_neg_log_loss,split1_test_neg_log_loss,split2_test_neg_log_loss,mean_test_neg_log_loss,std_test_neg_log_loss,rank_test_neg_log_loss
0,661.8261716365814,405.9084459483507,21.62202723821004,14.811465261089783,0.0001,hinge,elasticnet,"{'alpha': 0.0001, 'loss': 'hinge', 'penalty': 'elasticnet'}",,,,,,21,,,,,,21
1,206.83525188763937,127.53470085054553,27.927700599034626,29.33890326612946,0.0001,hinge,l2,"{'alpha': 0.0001, 'loss': 'hinge', 'penalty': 'l2'}",,,,,,30,,,,,,30
2,708.466757218043,279.56825778542407,26.51007612546285,22.417019695365816,0.0001,log,elasticnet,"{'alpha': 0.0001, 'loss': 'log', 'penalty': 'elasticnet'}",0.6301004553342556,0.6425500446617759,0.641197712010107,0.6379494040020462,0.005577436525406078,4,-0.8296439547741361,-0.8248623440928896,-0.8298675106141108,-0.8281246031603788,0.002308570260422159,3
3,474.63118561108905,278.9076391593041,10.959651629130045,4.387253666106466,0.0001,log,l2,"{'alpha': 0.0001, 'loss': 'log', 'penalty': 'l2'}",0.6240750255921944,0.6349668225249294,0.6348635352406018,0.6313017944525753,0.005110271237863546,6,-0.8532087733117873,-0.855754047807352,-0.8558910167027989,-0.8549512792739794,0.0012334059593354025,5
4,264.6047185262044,189.51708931735294,10.282023191452026,3.7620866429404307,0.0001,modified_huber,elasticnet,"{'alpha': 0.0001, 'loss': 'modified_huber', 'penalty': 'elasticnet'}",0.5858888213916261,0.5886593569422635,0.5875751102596352,0.5873744295311749,0.0011399331487468398,12,-8.00175103414336,-8.01965633169118,-8.728150455741526,-8.249852607192024,0.3382866376958863,16
5,35.95851230621338,17.47799226113202,1.4531248410542805,0.2509724360723998,0.0001,modified_huber,l2,"{'alpha': 0.0001, 'loss': 'modified_huber', 'penalty': 'l2'}",0.580648811788211,0.6004829222115532,0.5882933618447744,0.5898083652815128,0.008167798994887565,11,-8.231393847009404,-7.6595923612374435,-8.626239710381396,-8.172408639542747,0.39683011934300144,15
6,61.87186368306478,25.74136276941254,3.7135461966196694,0.53175324877636,0.0001,squared_hinge,elasticnet,"{'alpha': 0.0001, 'loss': 'squared_hinge', 'penalty': 'elasticnet'}",,,,,,29,,,,,,29
7,53.69640358289083,6.415247844110698,3.740841786066691,0.551640667657996,0.0001,squared_hinge,l2,"{'alpha': 0.0001, 'loss': 'squared_hinge', 'penalty': 'l2'}",,,,,,28,,,,,,28
8,87.61410315831502,13.032572914699504,17.898623863856,12.505653278427928,0.001,hinge,elasticnet,"{'alpha': 0.001, 'loss': 'hinge', 'penalty': 'elasticnet'}",,,,,,27,,,,,,27
9,291.70302112897235,41.71357424300413,12.451550324757894,0.4353319489278625,0.001,hinge,l2,"{'alpha': 0.001, 'loss': 'hinge', 'penalty': 'l2'}",,,,,,26,,,,,,26
10,148.61466256777445,85.76236544193944,32.81279540061951,32.01202316160094,0.001,log,elasticnet,"{'alpha': 0.001, 'loss': 'log', 'penalty': 'elasticnet'}",0.6353926991181701,0.6386535534515762,0.6423805133974319,0.6388089219890594,0.002854877888479459,3,-0.8067353682124314,-0.8097133687780853,-0.807763706157749,-0.8080708143827552,0.0012350056514468816,2
11,139.08435034751892,80.86634954723587,3.265623092651367,1.5255495054689556,0.001,log,l2,"{'alpha': 0.001, 'loss': 'log', 'penalty': 'l2'}",0.644272412398316,0.6468887878019633,0.6473824881669339,0.6461812294557377,0.0013647031256213825,2,-0.793676042362182,-0.7944698658391428,-0.7947991557971629,-0.7943150213328293,0.00047140114750972935,1
12,154.02977315584818,102.70343184010781,16.965060710906982,15.632239571122772,0.001,modified_huber,elasticnet,"{'alpha': 0.001, 'loss': 'modified_huber', 'penalty': 'elasticnet'}",0.6298601090795711,0.6401030434830377,0.6391080382780554,0.6363570636135548,0.004611964332181619,5,-1.7090214885904265,-2.088628222922542,-1.9326274388284497,-1.9100923834471395,0.1557908635069301,13
13,610.9248008728027,20.289472290933745,6.412367184956868,3.933549262144239,0.001,modified_huber,l2,"{'alpha': 0.001, 'loss': 'modified_huber', 'penalty': 'l2'}",0.6207004264458016,0.6322660958767536,0.6342998747446899,0.6290887990224151,0.0059893049114776945,7,-2.302215398827752,-3.182897890847741,-2.863329847043577,-2.7828143789063566,0.364016912056433,14
14,386.8555517196655,173.8831423557322,36.66779096921285,24.736823244384453,0.001,squared_hinge,elasticnet,"{'alpha': 0.001, 'loss': 'squared_hinge', 'penalty': 'elasticnet'}",,,,,,25,,,,,,25
15,198.2538050810496,208.83725414919934,1.8802332083384197,1.2337939168580676,0.001,squared_hinge,l2,"{'alpha': 0.001, 'loss': 'squared_hinge', 'penalty': 'l2'}",,,,,,22,,,,,,22
16,197.47665071487427,51.720209727193435,16.161771217981975,14.53209240999784,0.01,hinge,elasticnet,"{'alpha': 0.01, 'loss': 'hinge', 'penalty': 'elasticnet'}",,,,,,23,,,,,,23
17,197.33195527394614,52.42109134109036,11.063724915186564,9.76372334986996,0.01,hinge,l2,"{'alpha': 0.01, 'loss': 'hinge', 'penalty': 'l2'}",,,,,,31,,,,,,31
18,449.6276744206746,212.39697491040394,18.43533722559611,9.119694408193347,0.01,log,elasticnet,"{'alpha': 0.01, 'loss': 'log', 'penalty': 'elasticnet'}",0.5722858467639268,0.5711985662982978,0.5699023645015927,0.5711289258546057,0.0009742977872168674,13,-0.9271879009988074,-0.9261721715173544,-0.9288106534860672,-0.9273902420007429,0.001086616517944208,7
19,549.4212675094604,318.7426948695596,94.65086547533672,66.51557623267972,0.01,log,l2,"{'alpha': 0.01, 'loss': 'log', 'penalty': 'l2'}",0.6152543539196208,0.615813293139189,0.6161842507616256,0.6157506326068117,0.0003822056958680641,9,-0.8544753271230594,-0.8531357837533822,-0.8544368406626004,-0.8540159838463474,0.0006225937437588881,4
20,185.88219785690308,80.89300943675735,10.303818305333456,2.5503432480595514,0.01,modified_huber,elasticnet,"{'alpha': 0.01, 'loss': 'modified_huber', 'penalty': 'elasticnet'}",0.6228769214207254,0.6243289106279967,0.6235733983047171,0.6235930767844797,0.0005929354076302118,8,-0.974724293976548,-1.0056973642521623,-0.9582589064686325,-0.9795601882324476,0.019666235433022677,9
21,395.4147472381592,224.552451204895,8.021947224934896,3.1782297235367434,0.01,modified_huber,l2,"{'alpha': 0.01, 'loss': 'modified_huber', 'penalty': 'l2'}",0.6474665548596329,0.6472720405675618,0.648459922740856,0.6477328393893503,0.0005202221336330483,1,-1.0650685722477229,-1.1362377528550553,-1.0817148465413358,-1.094340390548038,0.030395354230305854,11
22,87.54635349909465,17.68664239423025,9.54842742284139,4.354570928777901,0.01,squared_hinge,elasticnet,"{'alpha': 0.01, 'loss': 'squared_hinge', 'penalty': 'elasticnet'}",,,,,,20,,,,,,20
23,241.16478912035623,159.9349953367129,7.042543172836304,2.50703246521184,0.01,squared_hinge,l2,"{'alpha': 0.01, 'loss': 'squared_hinge', 'penalty': 'l2'}",,,,,,19,,,,,,19
