,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_loss,param_penalty,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_neg_log_loss,split1_test_neg_log_loss,split2_test_neg_log_loss,mean_test_neg_log_loss,std_test_neg_log_loss,rank_test_neg_log_loss
0,244.1668419043223,119.88509032530975,12.8454270362854,7.583283112955774,0.0001,hinge,elasticnet,"{'alpha': 0.0001, 'loss': 'hinge', 'penalty': 'elasticnet'}",,,,,,21,,,,,,21
1,330.89789350827533,7.033284718402765,12.105782588322958,4.739813153823984,0.0001,hinge,l2,"{'alpha': 0.0001, 'loss': 'hinge', 'penalty': 'l2'}",,,,,,30,,,,,,30
2,488.6584442456563,271.9044362979673,63.672807455062866,62.749396919961605,0.0001,log,elasticnet,"{'alpha': 0.0001, 'loss': 'log', 'penalty': 'elasticnet'}",0.6441477469371671,0.6449294497019578,0.6404702601636282,0.6431824856009176,0.0019442033364389542,3,-0.8224457253167698,-0.841626716354321,-0.8373782716697239,-0.8338169044469382,0.008225574211660567,3
3,73.95912583669026,9.782813240657015,18.815754731496174,16.288383275289704,0.0001,log,l2,"{'alpha': 0.0001, 'loss': 'log', 'penalty': 'l2'}",0.6373976675380834,0.637467599315433,0.6342329853046774,0.6363660840527312,0.0015085987571435084,6,-0.8597165700553102,-0.8799682713510074,-0.8805855255805267,-0.8734234556622814,0.00969550705147875,5
4,546.319517771403,198.98250833593482,5.453542550404866,2.1753818852498292,0.0001,modified_huber,elasticnet,"{'alpha': 0.0001, 'loss': 'modified_huber', 'penalty': 'elasticnet'}",0.6060432476499952,0.5810112443848204,0.598140058314082,0.5950648501162993,0.010448061254341645,11,-8.462409346347386,-8.415520438875166,-8.504051887171483,-8.460660557464678,0.036163960248458006,15
5,80.29944729804993,3.093862531661653,13.91847276687622,14.04227353211046,0.0001,modified_huber,l2,"{'alpha': 0.0001, 'loss': 'modified_huber', 'penalty': 'l2'}",0.5859302104212946,0.590237533331205,0.5832460741067639,0.5864712726197544,0.00287977855036429,12,-9.181142206959583,-8.25105598856288,-8.557303674107834,-8.663167289876766,0.38701457532468875,16
6,317.6864275932312,181.31169978836007,34.41800363858541,16.730830046205785,0.0001,squared_hinge,elasticnet,"{'alpha': 0.0001, 'loss': 'squared_hinge', 'penalty': 'elasticnet'}",,,,,,29,,,,,,29
7,83.80913964907329,14.050556262396862,5.693351825078328,0.4455271369796441,0.0001,squared_hinge,l2,"{'alpha': 0.0001, 'loss': 'squared_hinge', 'penalty': 'l2'}",,,,,,28,,,,,,28
8,176.05084872245789,56.400083086349696,5.948458592096965,2.2744292923591938,0.001,hinge,elasticnet,"{'alpha': 0.001, 'loss': 'hinge', 'penalty': 'elasticnet'}",,,,,,27,,,,,,27
9,176.8674600124359,83.91295260972741,3.40128223101298,1.1801639188268331,0.001,hinge,l2,"{'alpha': 0.001, 'loss': 'hinge', 'penalty': 'l2'}",,,,,,26,,,,,,26
10,429.18470033009845,203.87312071442219,13.769755363464355,13.308470784698308,0.001,log,elasticnet,"{'alpha': 0.001, 'loss': 'log', 'penalty': 'elasticnet'}",0.6370256685679184,0.6407857457695906,0.6421340114000914,0.6399818085792002,0.0021615623789785223,5,-0.8063441456812737,-0.8006894728703811,-0.8026894793370398,-0.8032410326295648,0.0023412232451482003,2
11,478.2277011871338,175.5898110760209,17.518393993377686,10.911478886644849,0.001,log,l2,"{'alpha': 0.001, 'loss': 'log', 'penalty': 'l2'}",0.6480923340823996,0.6524807101770228,0.6492449872994311,0.6499393438529512,0.0018576076827516998,2,-0.7911590724072416,-0.7884654327146132,-0.7877882011560127,-0.7891375687592892,0.0014559117177917243,1
12,157.31137116750082,113.3587655544248,7.642278830210368,0.2929905357515126,0.001,modified_huber,elasticnet,"{'alpha': 0.001, 'loss': 'modified_huber', 'penalty': 'elasticnet'}",0.6393946451200586,0.640340911742675,0.64678690921196,0.6421741553582313,0.0032845069357603624,4,-2.382694559363258,-2.2914659401625825,-2.3210676184359653,-2.3317427059872684,0.03800116981520829,13
13,147.40687958399454,76.93774086914196,8.856061935424805,5.992840924861,0.001,modified_huber,l2,"{'alpha': 0.001, 'loss': 'modified_huber', 'penalty': 'l2'}",0.6326229583578215,0.6313964267344784,0.6303709194016585,0.6314634348313194,0.0009206111842323814,7,-3.5771179742381403,-3.538778288328896,-3.731223123528854,-3.6157064620319637,0.08316873287257777,14
14,80.92233053843181,16.885899542648435,12.131565729777018,7.365189362684938,0.001,squared_hinge,elasticnet,"{'alpha': 0.001, 'loss': 'squared_hinge', 'penalty': 'elasticnet'}",,,,,,25,,,,,,25
15,73.4433708190918,33.058524306487215,2.8545854886372886,0.8217333714710083,0.001,squared_hinge,l2,"{'alpha': 0.001, 'loss': 'squared_hinge', 'penalty': 'l2'}",,,,,,22,,,,,,22
16,113.93905146916707,5.918262224161064,6.836277564366658,3.989691341916333,0.01,hinge,elasticnet,"{'alpha': 0.01, 'loss': 'hinge', 'penalty': 'elasticnet'}",,,,,,23,,,,,,23
