,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_fit_intercept,param_penalty,param_solver,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_neg_log_loss,split1_test_neg_log_loss,split2_test_neg_log_loss,mean_test_neg_log_loss,std_test_neg_log_loss,rank_test_neg_log_loss
0,253.43276977539062,46.158471769130095,15.143536965052286,3.5722881351200053,0.01,False,l2,lbfgs,"{'C': 0.01, 'fit_intercept': False, 'penalty': 'l2', 'solver': 'lbfgs'}",0.6531836503832189,0.6572664631421985,0.658189184208009,0.6562130992444755,0.0021750132326875766,31,-0.7802007779525717,-0.779185451350267,-0.7791044107427909,-0.7794968800152099,0.0004988293794353047,36
1,291.63328019777936,98.78467534209373,9.812614838282267,3.926698722238546,0.01,False,l2,sag,"{'C': 0.01, 'fit_intercept': False, 'penalty': 'l2', 'solver': 'sag'}",0.6531603485074179,0.6573190786387499,0.6581579797747047,0.6562124689736241,0.002185180127457537,32,-0.7801932867476091,-0.7791856163344295,-0.7791031333111056,-0.7794940121310482,0.0004956071053493337,34
2,227.43424574534097,66.31247468226513,15.761067787806192,7.061085082243757,0.01,False,l2,saga,"{'C': 0.01, 'fit_intercept': False, 'penalty': 'l2', 'solver': 'saga'}",0.6531836503832189,0.6573190786387499,0.6581093158557375,0.6562040149592354,0.0021599491265335818,33,-0.7801933380559055,-0.7791865383019252,-0.7791036402875157,-0.7794945055484487,0.0004953067570081875,35
3,133.71025745073953,8.553928697748479,22.37429865201314,5.130575818646102,0.01,True,l2,lbfgs,"{'C': 0.01, 'fit_intercept': True, 'penalty': 'l2', 'solver': 'lbfgs'}",0.652512650228874,0.6574280210461461,0.657962447323322,0.6559677061994473,0.0024528162971409174,36,-0.7798157166063807,-0.7789125073319038,-0.7786629954405538,-0.7791304064596128,0.0004951777754359735,31
4,142.68517963091531,14.147451125705645,12.897170384724935,4.192598024297947,0.01,True,l2,sag,"{'C': 0.01, 'fit_intercept': True, 'penalty': 'l2', 'solver': 'sag'}",0.6524583024314853,0.6574492646841348,0.6580265782453382,0.6559780484536528,0.0024999709041520313,34,-0.7798141836810542,-0.778934081179473,-0.7787027703300899,-0.7791503450635391,0.0004788092590575475,32
5,195.93055510520935,3.561826468576904,16.864197731018066,8.117019937317298,0.01,True,l2,saga,"{'C': 0.01, 'fit_intercept': True, 'penalty': 'l2', 'solver': 'saga'}",0.6524583024314853,0.6574006026947204,0.6580519402885043,0.6559702818049034,0.0024975400570367294,35,-0.7798141380431344,-0.7789343468239283,-0.7787036491021995,-0.7791507113230874,0.00047847439454789457,33
6,131.34265685081482,6.648641394908578,21.797059456507366,4.603817775605884,0.1,False,l2,lbfgs,"{'C': 0.1, 'fit_intercept': False, 'penalty': 'l2', 'solver': 'lbfgs'}",0.6749451556115696,0.6789006593888112,0.6782396208328603,0.6773618119444137,0.0017300123056247973,29,-0.7435839054265952,-0.7442366824222036,-0.7434734506502713,-0.74376467949969,0.00033678888891928006,29
7,240.8673644065857,28.849418167083222,6.707681496938069,1.530488634808121,0.1,False,l2,sag,"{'C': 0.1, 'fit_intercept': False, 'penalty': 'l2', 'solver': 'sag'}",0.6759007095935887,0.6789128458471976,0.6788795457977734,0.6778977004128532,0.0014121511893781065,25,-0.7429121948141866,-0.743639206221817,-0.7421798009494656,-0.742910400661823,0.0005958010582282343,27
8,428.3620457649231,17.71771729107477,12.75569740931193,4.8504673002714185,0.1,False,l2,saga,"{'C': 0.1, 'fit_intercept': False, 'penalty': 'l2', 'solver': 'saga'}",0.6758287457283733,0.6788367655063577,0.678776375569701,0.6778139622681439,0.0014039765592646452,26,-0.7429288385488874,-0.7436531890223885,-0.7421968255549324,-0.7429262843754026,0.000594560639008259,28
9,124.1277728875478,18.406503431858653,13.391063769658407,7.793013618384106,0.1,True,l2,lbfgs,"{'C': 0.1, 'fit_intercept': True, 'penalty': 'l2', 'solver': 'lbfgs'}",0.6746977291888734,0.6779898977332005,0.6776730434153097,0.6767868901124611,0.001482912491950931,30,-0.7436714154622318,-0.7457878740703063,-0.7434222461678505,-0.7442938452334628,0.0010613240027768775,30
10,201.39421598116556,8.953546187134346,6.020904938379924,1.0003503666719384,0.1,True,l2,sag,"{'C': 0.1, 'fit_intercept': True, 'penalty': 'l2', 'solver': 'sag'}",0.6753804034045361,0.6792849448617074,0.6786221793324699,0.6777625091995713,0.0017059963952171919,27,-0.7425995732081466,-0.7434312547798194,-0.7418791436190931,-0.7426366572023531,0.0006341890784208883,25
11,419.4952762921651,15.864545482167541,5.229864279429118,0.1802553663781809,0.1,True,l2,saga,"{'C': 0.1, 'fit_intercept': True, 'penalty': 'l2', 'solver': 'saga'}",0.675300695493534,0.6793103049753206,0.6785716243021161,0.6777275415903236,0.0017423353613983405,28,-0.7426100706269929,-0.7434420709662363,-0.7418928051404234,-0.7426483155778841,0.0006330630073746661,26
12,115.80280081431071,3.999341485874446,6.708159287770589,0.8983317871901993,1.0,False,l2,lbfgs,"{'C': 1.0, 'fit_intercept': False, 'penalty': 'l2', 'solver': 'lbfgs'}",0.6800154654879694,0.6808455884048653,0.682930502093852,0.6812638519955622,0.0012262593327910776,18,-0.7374624951145012,-0.7411447697792075,-0.7379781527825932,-0.7388618058921006,0.0016279678109105036,17
13,641.4333708286285,1.3246810672364322,6.122795661290486,1.2018163884007889,1.0,False,l2,sag,"{'C': 1.0, 'fit_intercept': False, 'penalty': 'l2', 'solver': 'sag'}",0.6863968645085775,0.6861972671974046,0.6899093713939507,0.6875011676999776,0.0017048056674014438,14,-0.7267658203323815,-0.7297303549320215,-0.7262092510681892,-0.7275684754441974,0.0015454739351553639,14
14,788.794760465622,1.729470463917187,5.328586419423421,0.1876599587536716,1.0,False,l2,saga,"{'C': 1.0, 'fit_intercept': False, 'penalty': 'l2', 'solver': 'saga'}",0.6859866508922495,0.6857733675287809,0.689292410192881,0.6870174762046372,0.001610976088470059,16,-0.7272960841171757,-0.7302941629610845,-0.7268485871691112,-0.7281462780824571,0.0015297321047618973,16
15,72.02552898724873,3.0441604674110447,2.1670448780059814,0.10060775986035003,1.0,True,l2,lbfgs,"{'C': 1.0, 'fit_intercept': True, 'penalty': 'l2', 'solver': 'lbfgs'}",0.6783409663084408,0.6806370029161529,0.6826370020815501,0.6805383237687147,0.0017552367402648066,23,-0.7383315312523867,-0.7420553270322559,-0.7393072923581667,-0.7398980502142698,0.0015765806641702804,19
16,643.9721590677897,3.5864147368946138,5.14170487721761,0.11791294485261529,1.0,True,l2,sag,"{'C': 1.0, 'fit_intercept': True, 'penalty': 'l2', 'solver': 'sag'}",0.6864064944377736,0.6870835674259705,0.6896062417634276,0.6876987678757239,0.0013768198700967837,13,-0.7265661917644185,-0.7295520313528394,-0.7259848271028807,-0.727367683406713,0.0015626959993830468,13
17,797.4026163419088,8.956897021642366,5.057295799255371,0.11869726938646469,1.0,True,l2,saga,"{'C': 1.0, 'fit_intercept': True, 'penalty': 'l2', 'solver': 'saga'}",0.6860061528434852,0.6869260468732912,0.689310983194788,0.6874143943038549,0.0013926804664451014,15,-0.727098433172302,-0.7301201824583368,-0.7266289683624646,-0.7279491946643678,0.001547038095434969,15
18,82.95440848668416,7.311403477891193,3.5308452447255454,0.7493904394994112,10.0,False,l2,lbfgs,"{'C': 10.0, 'fit_intercept': False, 'penalty': 'l2', 'solver': 'lbfgs'}",0.6792433829572903,0.6816341776287249,0.6830123320567152,0.6812966308809102,0.0015570694019501857,17,-0.7377716657768115,-0.7425432142186918,-0.7383101450696966,-0.7395416750217333,0.0021337632093518574,18
19,636.3243680795034,3.9054353316252963,6.144771655400594,0.09468437745954794,10.0,False,l2,sag,"{'C': 10.0, 'fit_intercept': False, 'penalty': 'l2', 'solver': 'sag'}",0.6882147508637212,0.6895872337839548,0.6912925896007933,0.6896981914161565,0.001258969557472374,6,-0.7251716230375549,-0.7288974115282353,-0.7242521684109962,-0.7261070676589289,0.002008459340607019,2
20,790.6413969993591,2.298718800889325,5.4309318860371905,0.1651099753137068,10.0,False,l2,saga,"{'C': 10.0, 'fit_intercept': False, 'penalty': 'l2', 'solver': 'saga'}",0.6880103703609056,0.6886042614505102,0.691175341006633,0.6892633242726829,0.0013735677752375977,9,-0.7261181322808717,-0.7296919231648527,-0.7254642949808143,-0.7270914501421796,0.0018580851720654847,10
21,76.78347301483154,8.791701810646018,3.2170236905415854,1.6227800392026095,10.0,True,l2,lbfgs,"{'C': 10.0, 'fit_intercept': True, 'penalty': 'l2', 'solver': 'lbfgs'}",0.6790489959179421,0.6805314734610782,0.6821075722350708,0.6805626805380304,0.0012488535230800156,22,-0.7383264566536593,-0.7450635389816176,-0.7400055371442438,-0.7411318442598401,0.0028633890598850965,24
22,638.0787433783213,4.875967132466186,9.042400598526001,2.801587051960706,10.0,True,l2,sag,"{'C': 10.0, 'fit_intercept': True, 'penalty': 'l2', 'solver': 'sag'}",0.6879436872423333,0.6895865121715641,0.6915777525777171,0.6897026506638716,0.0014858720957754339,5,-0.725000430209131,-0.7287227675540918,-0.7240509021011048,-0.7259246999547759,0.0020161494033163474,1
23,796.5060649712881,3.362783420081499,5.408560276031494,0.2715573685420959,10.0,True,l2,saga,"{'C': 10.0, 'fit_intercept': True, 'penalty': 'l2', 'solver': 'saga'}",0.6878555740256789,0.6883364156181783,0.6908402992232706,0.6890107629557093,0.0013084862437211207,12,-0.7259407050147169,-0.729516103018904,-0.725256207770685,-0.7269043386014352,0.0018678185401761434,7
24,76.16136193275452,7.640385273344696,3.2077063719431558,1.7049916577113597,100.0,False,l2,lbfgs,"{'C': 100.0, 'fit_intercept': False, 'penalty': 'l2', 'solver': 'lbfgs'}",0.6798093754395448,0.6807504386491242,0.6823216515098496,0.6809604885328394,0.0010363311821334404,20,-0.7371623898573584,-0.743972828888469,-0.739429463969292,-0.7401882275717065,0.0028316439986199615,20
25,646.6613051891327,5.643961670555281,5.328266620635986,0.22980448618737115,100.0,False,l2,sag,"{'C': 100.0, 'fit_intercept': False, 'penalty': 'l2', 'solver': 'sag'}",0.688292074599936,0.6899900292914712,0.6917704809530681,0.6900175282814919,0.0014201865687804528,2,-0.7254624771248638,-0.7292924845565609,-0.7244535276172774,-0.726402829766234,0.0020843981357790854,5
26,773.9902292092642,6.239185770758525,5.0574313799540205,0.1908987268489161,100.0,False,l2,saga,"{'C': 100.0, 'fit_intercept': False, 'penalty': 'l2', 'solver': 'saga'}",0.6880952751744197,0.6888847920326064,0.690953094064254,0.6893110537570935,0.001205005254510074,8,-0.726212977154843,-0.7298446317303503,-0.725509642623022,-0.7271890838360718,0.0018995825558998244,11
27,70.56961266199748,1.082331257447849,1.989031235376994,0.07619014511165607,100.0,True,l2,lbfgs,"{'C': 100.0, 'fit_intercept': True, 'penalty': 'l2', 'solver': 'lbfgs'}",0.6778017951464008,0.6810071831697316,0.6816499447562894,0.6801529743574739,0.0016831158360266186,24,-0.7383845153237737,-0.7427101556586405,-0.7400721464356389,-0.740388939139351,0.001780086007191903,22
28,621.2462658882141,7.282602419081658,4.984512805938721,0.2797614694756179,100.0,True,l2,sag,"{'C': 100.0, 'fit_intercept': True, 'penalty': 'l2', 'solver': 'sag'}",0.6884725617055256,0.6899419588234817,0.6914775529789998,0.689964024502669,0.0012268817680234506,4,-0.725291215742675,-0.7291145185981392,-0.724254900896996,-0.7262202117459368,0.0020898558532226647,3
29,755.7881364822388,2.496047879842585,5.3759816487630205,0.20216503976675468,100.0,True,l2,saga,"{'C': 100.0, 'fit_intercept': True, 'penalty': 'l2', 'solver': 'saga'}",0.6878666894430935,0.688748687472319,0.6907559724243112,0.6891237831132412,0.0012089972680608015,10,-0.7260362563445005,-0.7296668837534047,-0.7253016426585138,-0.7270015942521396,0.0019083571313348597,8
30,70.86643942197163,2.3546729242509614,2.8228886127471924,0.7885715297025926,,False,none,lbfgs,"{'fit_intercept': False, 'penalty': 'none', 'solver': 'lbfgs'}",0.6795350986952418,0.6805468729887458,0.6824651168140918,0.6808490294993598,0.0012151064320673705,21,-0.7380330958784566,-0.7440577482242176,-0.7412720688701526,-0.7411209709909423,0.002461873527573024,23
31,623.4042320251465,7.183081766140723,7.664739608764648,2.415977869884516,,False,none,sag,"{'fit_intercept': False, 'penalty': 'none', 'solver': 'sag'}",0.6883697940115665,0.6899586574329084,0.6918213740953795,0.6900499418466182,0.0014105792904296037,1,-0.7255083727634212,-0.7293499910076542,-0.7244879117995171,-0.7264487585235307,0.00209335418088013,6
32,781.6952866713206,3.1102032807997815,4.697849591573079,0.10314622157199763,,False,none,saga,"{'fit_intercept': False, 'penalty': 'none', 'solver': 'saga'}",0.6880193578020672,0.6890092084258855,0.690927562965109,0.6893187097310206,0.0012072717481981098,7,-0.726227989166944,-0.7298659056979659,-0.7255185302912985,-0.7272041417187362,0.0019043062752442488,12
