,model_name,case,balanced_accuracy,f1,geometric_mean,roc_auc,fit_time,predict_time
0,SGD,ternary,0.3268087388232592,0.5661053810999842,0.5433806767144043,0.6589072578237845,2811.174141550064,0.06251311302185059
