,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_loss,param_penalty,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_neg_log_loss,split1_test_neg_log_loss,split2_test_neg_log_loss,mean_test_neg_log_loss,std_test_neg_log_loss,rank_test_neg_log_loss
11,364.99185665448505,122.70011669534752,8.735521793365479,5.242955162591968,0.001,log,l2,"{'alpha': 0.001, 'loss': 'log', 'penalty': 'l2'}",0.6673284375859341,0.6705024205667197,0.6690716523120157,0.6689675034882231,0.001297864200318418,1,-0.7622917422681086,-0.7625062528795942,-0.7592651863856892,-0.761354393844464,0.0014798861566485807,1
12,266.84973613421124,165.8279183950007,19.873154640197754,23.941026609336646,0.001,modified_huber,elasticnet,"{'alpha': 0.001, 'loss': 'modified_huber', 'penalty': 'elasticnet'}",0.6543062151656832,0.66146199231241,0.6675803768163369,0.66111619476481,0.00542466735323409,4,-1.9737239385677185,-1.9680281711171375,-2.150188040886671,-2.030646716857176,0.08456045787780624,13
13,171.31329345703125,63.88617675243924,25.520482619603474,17.205557417125142,0.001,modified_huber,l2,"{'alpha': 0.001, 'loss': 'modified_huber', 'penalty': 'l2'}",0.6426359497435897,0.6531659690902972,0.6607908671202609,0.6521975953180493,0.007443277372256687,7,-3.0631853421524986,-2.8277011114354704,-3.363224130190754,-3.0847035279262407,0.21915519636920608,14
14,72.66190592447917,12.322203988361052,3.630627711613973,1.355955975734578,0.001,squared_hinge,elasticnet,"{'alpha': 0.001, 'loss': 'squared_hinge', 'penalty': 'elasticnet'}",,,,,,25,,,,,,25
15,96.0816884835561,7.654633179402281,6.434526761372884,3.784303417126491,0.001,squared_hinge,l2,"{'alpha': 0.001, 'loss': 'squared_hinge', 'penalty': 'l2'}",,,,,,22,,,,,,22
16,507.93547948201496,210.37849586015227,6.000413735707601,2.127268588038866,0.01,hinge,elasticnet,"{'alpha': 0.01, 'loss': 'hinge', 'penalty': 'elasticnet'}",,,,,,23,,,,,,23
17,156.1237312157949,29.29046066138791,20.86801091829936,11.482301844657465,0.01,hinge,l2,"{'alpha': 0.01, 'loss': 'hinge', 'penalty': 'l2'}",,,,,,31,,,,,,31
18,76.83546344439189,17.947462392993895,17.79753573735555,5.624777889412917,0.01,log,elasticnet,"{'alpha': 0.01, 'loss': 'log', 'penalty': 'elasticnet'}",0.5945880948701686,0.5882196376773465,0.5942115246189698,0.5923397523888282,0.0029174144049538544,13,-0.9047339889904525,-0.9051808452759081,-0.9026647297346667,-0.9041931880003425,0.0010960713594157353,6
19,187.61503195762634,146.89261699050087,13.465487082799276,9.263785457184914,0.01,log,l2,"{'alpha': 0.01, 'loss': 'log', 'penalty': 'l2'}",0.635790633116814,0.6298559501385569,0.6333817627740037,0.6330094486764583,0.002437085534475852,10,-0.8289051698290123,-0.8310728255596428,-0.8259672435589436,-0.8286484129825329,0.0020922372316297356,5
20,253.793963432312,167.0309813592397,18.789052963256836,9.428312064953493,0.01,modified_huber,elasticnet,"{'alpha': 0.01, 'loss': 'modified_huber', 'penalty': 'elasticnet'}",0.6460407220872484,0.6410287772934495,0.6410572456906823,0.6427089150237935,0.0023559720348476903,8,-1.002230219326982,-0.968252962752808,-0.9653705935185497,-0.9786179251994467,0.01673782818597014,9
21,124.94238805770874,60.036597813009585,5.141258319218953,2.8167094933627523,0.01,modified_huber,l2,"{'alpha': 0.01, 'loss': 'modified_huber', 'penalty': 'l2'}",0.6678591737912946,0.6703117775098778,0.6682501287807602,0.6688070266939775,0.0010759237006440741,2,-1.1354675192621024,-1.1244299802783566,-1.1168550430647588,-1.1255841808684062,0.007642216162027151,12
22,99.43294056256612,49.06460316198161,20.731168031692505,17.69447289697349,0.01,squared_hinge,elasticnet,"{'alpha': 0.01, 'loss': 'squared_hinge', 'penalty': 'elasticnet'}",,,,,,20,,,,,,20
23,105.32210143407185,68.84685990092562,23.133164008458454,28.522717604440956,0.01,squared_hinge,l2,"{'alpha': 0.01, 'loss': 'squared_hinge', 'penalty': 'l2'}",,,,,,19,,,,,,19
24,147.12218721707663,103.91079289261282,21.889690001805622,25.91826695956013,0.1,hinge,elasticnet,"{'alpha': 0.1, 'loss': 'hinge', 'penalty': 'elasticnet'}",,,,,,18,,,,,,18
25,114.89908989270528,58.265287617110424,3.453177054723104,0.8757147811349921,0.1,hinge,l2,"{'alpha': 0.1, 'loss': 'hinge', 'penalty': 'l2'}",,,,,,17,,,,,,17
26,140.58169651031494,39.67815920197315,4.890852212905884,1.0942248599193665,0.1,log,elasticnet,"{'alpha': 0.1, 'loss': 'log', 'penalty': 'elasticnet'}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,16,-1.097707471304459,-1.0978991794584736,-1.0978816864366026,-1.0978294457331783,8.654410205057183e-05,11
27,220.6272860368093,172.76663558020982,3.2605698903401694,1.2396387506987268,0.1,log,l2,"{'alpha': 0.1, 'loss': 'log', 'penalty': 'l2'}",0.5796160492647324,0.572796883702566,0.5811426077953216,0.5778518469208733,0.00362832239385814,14,-0.9407734946218398,-0.9418265125621543,-0.940148921836443,-0.9409163096734791,0.0006922787323899557,8
28,431.1088089148204,54.41987687864968,3.645986636479696,1.5030168185546215,0.1,modified_huber,elasticnet,"{'alpha': 0.1, 'loss': 'modified_huber', 'penalty': 'elasticnet'}",0.5414796667333763,0.5334958520600644,0.5433084659453454,0.5394279949129288,0.00426058413518744,15,-0.9796402789870932,-0.9817345040375863,-0.9789777585518309,-0.9801175138588368,0.001174940072348195,10
29,343.06450804074603,172.08434605133374,3.7502772013346353,0.4640190634465682,0.1,modified_huber,l2,"{'alpha': 0.1, 'loss': 'modified_huber', 'penalty': 'l2'}",0.6361533101071759,0.630055267047472,0.6333546726609014,0.6331877499385165,0.0024923121374789345,9,-0.906838843813338,-0.9214169864042934,-0.9131572737524621,-0.9138043679900312,0.005969065173306896,7
30,196.99202593167624,87.83740870095588,5.964604616165161,2.067274352623694,0.1,squared_hinge,elasticnet,"{'alpha': 0.1, 'loss': 'squared_hinge', 'penalty': 'elasticnet'}",,,,,,24,,,,,,24
31,46.28617858886719,1.1832043308219027,1.3802073001861572,0.3609211895603121,0.1,squared_hinge,l2,"{'alpha': 0.1, 'loss': 'squared_hinge', 'penalty': 'l2'}",,,,,,32,,,,,,32
