,param_C,mean_test_score
0,1.2404696357832288e-05,-0.8668915050858561
1,0.9785389306670665,-0.7823970695139222
2,0.000136093348365246,-0.7876961772429918
3,3.160386382061093e-05,-0.819296270741245
4,71.46212766206634,-0.7824064194678155
5,0.741106602081463,-0.782399933812981
6,9474.84828131499,-0.7824038603356686
7,29.820897324403727,-0.7824029957900112
8,9324.6218374883,-0.7824155749159186
9,162.6856667815611,-0.7824145123831729
10,1.695443706166163e-06,-0.9933779384355615
11,3.3550791102373125e-06,-0.9533426895775725
12,1.8739348748707435e-05,-0.8432358686580022
13,0.00018106041875243264,-0.785652568621984
14,0.00028855421909790166,-0.7837203835438938
15,0.2396348037505133,-0.7823568484628975
16,0.48545439905433874,-0.7823768001485243
17,11.380837614857116,-0.7824106587409213
18,142.1694496729682,-0.7824125587375212
19,245.07836377747594,-0.7824100954735482
20,533.1896668052995,-0.7824040269949999
21,0.00014218558952369456,-0.7873250960715485
22,0.00022411375384540376,-0.7845942727538462
23,0.0007055097107158616,-0.7824895416284208
24,0.003200484146760129,-0.7822816652024196
25,0.004366682535082346,-0.7822677932108444
26,0.385803884305235,-0.7823787909116646
27,0.6176829694306838,-0.7823866501202799
28,5.0595996185741665,-0.7824102554998731
29,27.239817162280595,-0.7824033993294782
30,39.162461546058054,-0.7824120074968977
31,65.75384438097448,-0.7824030665370134
32,0.1192415990850905,-0.7823351519842849
33,0.1497042931399777,-0.782341050266167
34,0.2656143276850595,-0.7823678063242159
35,0.5657282162629093,-0.7823817666733413
36,0.6608087874024033,-0.7823909829588163
37,6.211311329383153,-0.7823997307968751
38,7.8592809431314,-0.7824073387310788
39,22.493553784527172,-0.7824094073582688
40,52.19177824358985,-0.7824113192034615
41,62.579918141571625,-0.7824128317886596
42,81.08874421334596,-0.7824054636419815
43,0.00011924159908509049,-0.788947900873544
44,0.00014970429313997772,-0.7869202336618908
45,0.0002656143276850595,-0.7839654201696138
46,0.0005657282162629092,-0.7826237629421862
47,0.0006608087874024033,-0.7825246993257711
48,0.0062113113293831524,-0.7822659015727631
49,0.007859280943131399,-0.7822541432985721
50,0.022493553784527172,-0.7822704888691512
51,0.05219177824358985,-0.782293885531407
52,0.06257991814157163,-0.7823036950559487
53,0.08108874421334596,-0.7823101711931679
54,0.0010449775201254897,-0.7823598146983388
55,0.0011061360936306212,-0.7823461307192117
56,0.0012766236171261084,-0.7823249341737832
57,0.001542239989742183,-0.7823081684349333
58,0.001603315357044813,-0.782308814638051
59,0.0028073452410228156,-0.7822808842867459
60,0.0029774584069966886,-0.7822799525302859
61,0.0038727059154529714,-0.7822657093319062
62,0.004779698731533934,-0.7822645269247535
63,0.00500159759697349,-0.7822679563518224
64,0.0053362988524431445,-0.7822661436239398
65,0.001438193529656156,-0.7823130224667002
66,0.002105052709218349,-0.7822956608849947
67,0.0034787327572491345,-0.7822758814681398
68,0.0038569712625327623,-0.7822686798071516
69,0.017091237161580453,-0.7822530990675945
70,0.019983625364123802,-0.7822679456682327
71,0.04018710614032483,-0.7822869698907781
72,0.0702994791142902,-0.782308809536047
73,0.07931005236718477,-0.7823181585920689
74,0.09420839319878609,-0.7823247186520312
75,0.001091978017567618,-0.7823470453455003
76,0.0012235370576324108,-0.7823250957139941
77,0.0016297678598041485,-0.7823041188295907
78,0.0023785041859599684,-0.7822913212315946
79,0.002570620134135737,-0.7822888889645772
80,0.00788118730229345,-0.7822594961268663
81,0.007912297893994027,-0.7822578949689022
82,0.00886525856539526,-0.7822504293540642
83,0.014997851107584437,-0.782256283725703
84,0.016028654879927336,-0.782253462172604
85,0.016340270386619376,-0.7822529635611795
86,0.02131755021720807,-0.7822683782742802
87,0.022845519964227092,-0.7822684562945361
88,0.025015978522050987,-0.7822742142882312
89,0.02847608544258602,-0.7822668125069923
90,0.032003440880579326,-0.7822752754017799
91,0.08386005648967271,-0.7823220823935942
92,0.010634335726056009,-0.7822550444036589
93,0.011514411442955409,-0.7822484742233591
94,0.014069204285707751,-0.7822509684566443
95,0.018324205459717684,-0.7822598579922164
96,0.0193465796677646,-0.7822640326840944
97,0.04233413289108293,-0.7822843928181396
98,0.04596294702356861,-0.7822848384098378
99,0.06637568585481517,-0.7823011630138551
100,0.06953235132349801,-0.7823087865103676
101,0.08907609581451847,-0.7823181883238559
102,0.09491002521927724,-0.7823196870010198
103,0.10390539382469173,-0.7823262770003447
104,0.1127424130921891,-0.7823240041408089
105,0.0011112641775195907,-0.7823464322907177
106,0.001273650609396642,-0.7823272005796446
107,0.0017961078465306376,-0.7822983029250782
108,0.002826032244022865,-0.7822870733084442
109,0.003101866828761792,-0.7822806637366884
110,0.011884652650460913,-0.7822558439606813
111,0.013685276302566779,-0.782251887676185
112,0.02570535112521908,-0.7822604896579751
113,0.027837834903093033,-0.7822663432644055
114,0.04257569021746491,-0.7822813798291879
115,0.04747017540654304,-0.7822914201185691
116,0.05544702338293555,-0.7822977729308301
117,0.06378016864496276,-0.7823015209038986
118,0.005106064955608085,-0.7822665199195654
119,0.00524652807566783,-0.782263984778873
120,0.0056179110173326845,-0.7822653345062565
121,0.006148105391106154,-0.782261803250882
122,0.006263093628798637,-0.7822613208058409
123,0.00818203759359087,-0.7822540151837386
124,0.008414956220976951,-0.7822606082435329
125,0.009539469622680374,-0.7822564623523555
126,0.009691946478251678,-0.78225504202684
127,0.01054693900911016,-0.7822637038911174
128,0.010777788260091068,-0.7822508184640709
129,0.011116081805372156,-0.7822554529198156
130,0.01143011677308737,-0.7822558881318616
