,model_name,case,balanced_accuracy,balanced_accuracy_adjusted,f1,geometric_mean,roc_auc,fit_time,predict_time
0,keras_MLP_14,negative,0.5,0.0,0.37559895962006995,0.0,0.5671898534604829,718.0765367984772,2.654097080230713
1,keras_MLP_14,neutral,0.5803838604642649,0.16076772092852995,0.7085026970596706,0.3752619743631928,0.815199879685303,928.4757532119751,2.6697200298309327
2,keras_MLP_14,ternary,0.46693222242237764,0.20039833363356654,0.5178851431673925,0.0,0.7005225544631093,806.531290435791,2.5429641723632814
3,keras_MLP_14+keras_MLP_14,ternary_negneu,0.3333333333333333,0.0,0.10698816799103598,0.0,0.5,1646.5522900104522,5.323817110061645
